sig_date,code,name,tag,regime,layers,in_top5,in_wide,buy_date,buy,g20,g60,g120,maxgain,peak_off,peak_date,dd_off,maxdd,post_peak_dd,r10,end_ret,dip_first
2019-11-05,600089,特变电工,光伏,BULLISH,"all,nb",False,False,2019-11-06,2.625,0.57,9.37,56.53,56.53,88,2020-03-17,58,-26.97,-26.77,-3.24,34.55,True
2019-11-05,600111,北方稀土,有色金属,BULLISH,all,False,False,2019-11-06,9.272,2.05,12.51,12.51,12.51,43,2020-01-06,58,-20.6,-29.43,-3.24,-6.69,False
2019-11-05,600276,恒瑞医药,创新药/医药,BULLISH,all,True,False,2019-11-06,62.192,5.72,5.72,9.3,9.3,105,2020-04-10,90,-15.82,-8.2,4.78,5.66,True
2019-11-05,600487,亨通光电,通信,BULLISH,all,False,False,2019-11-06,15.001,3.07,17.2,41.4,41.4,85,2020-03-13,57,-15.07,-30.88,0.4,8.27,True
2019-11-05,600519,贵州茅台,酒/上证50,BULLISH,all,False,True,2019-11-06,937.741,4.76,4.76,10.98,10.98,120,2020-05-06,90,-25.26,-4.8,3.77,10.98,True
2019-11-05,600549,厦门钨业,电池/有色金属,BULLISH,all,True,False,2019-11-06,10.536,2.66,7.88,8.64,8.64,74,2020-02-26,58,-24.87,-26.12,-2.09,-10.91,True
2019-11-05,601012,隆基绿能,光伏,BULLISH,"all,nb",False,False,2019-11-06,10.566,8.98,36.8,60.74,60.74,64,2020-02-12,5,-8.31,-41.0,-0.15,37.22,True
2019-11-05,601138,工业富联,通信,BULLISH,"all,nb",False,False,2019-11-06,12.112,12.05,42.85,42.85,42.85,55,2020-01-22,93,-27.99,-49.59,2.23,-8.67,False
2019-11-05,601898,中煤能源,煤炭,BULLISH,all,False,False,2019-11-06,2.508,3.19,13.56,13.56,13.56,44,2020-01-07,117,-46.65,-53.02,-7.97,-42.66,False
2019-11-05,601899,紫金矿业,有色金属/上证50,BULLISH,all,False,False,2019-11-06,1.17,35.04,135.04,135.04,135.04,39,2020-01-06,86,-14.53,-63.64,28.21,37.61,False
2019-11-05,603019,中科曙光,计算机/人工智能,BULLISH,all,False,False,2019-11-06,22.553,2.79,36.39,64.32,64.32,72,2020-02-24,5,-6.21,-25.25,1.71,57.64,True
2019-11-05,603259,药明康德,创新药/医疗,BULLISH,"all,nb",True,False,2019-11-06,50.352,5.52,12.65,27.78,27.78,81,2020-03-06,90,-12.3,-31.36,3.55,5.25,False
2019-11-05,603993,洛阳钼业,有色金属,BULLISH,all,False,False,2019-11-06,2.597,6.16,50.44,77.01,77.01,66,2020-02-14,117,-9.63,-48.94,-2.31,5.01,False
2019-11-05,688008,澜起科技,半导体/芯片,BULLISH,"all,none",True,True,2019-11-06,59.854,18.16,66.26,107.56,107.56,65,2020-02-13,2,-2.54,-44.92,12.65,72.14,True
2019-11-05,688012,中微公司,半导体/芯片,BULLISH,"all,none",False,True,2019-11-06,45.572,6.55,194.26,242.58,242.58,65,2020-02-13,20,-7.76,-45.74,5.01,179.45,True
2019-11-12,000568,泸州老窖,酒,BULLISH,all,False,False,2019-11-13,57.365,5.16,15.65,15.65,15.65,43,2020-01-13,85,-36.12,-44.77,-0.52,5.33,False
2019-11-12,000657,中钨高新,有色金属,BULLISH,all,False,False,2019-11-13,4.114,4.3,15.34,15.34,15.34,39,2020-01-07,83,-18.89,-29.67,0.0,-9.92,False
2019-11-12,000858,五粮液,酒,BULLISH,"all,nb",False,False,2019-11-13,106.644,1.65,8.45,11.64,11.64,120,2020-05-13,85,-32.98,-3.28,-2.89,11.44,True
2019-11-12,002050,三花智控,电池/家电,BULLISH,"all,ss,nb",True,False,2019-11-13,9.196,14.06,71.99,76.76,76.76,119,2020-05-12,1,-4.11,-6.02,4.69,68.56,True
2019-11-12,002179,中航光电,军工,BULLISH,"all,nb",False,False,2019-11-13,17.793,11.14,11.14,12.72,12.72,69,2020-02-26,87,-17.42,-26.74,3.7,-5.13,False
2019-11-12,002230,科大讯飞,计算机/机器人,BULLISH,"all,ss,nb",True,False,2019-11-13,32.102,7.2,21.49,37.26,37.26,73,2020-03-03,112,-6.32,-31.75,1.0,3.58,False
2019-11-12,002371,北方华创,半导体/芯片,BULLISH,"all,big,natbig,natbig_ss,ss",True,False,2019-11-13,50.992,28.24,118.06,156.34,156.34,68,2020-02-25,9,-3.38,-38.43,-1.5,125.32,True
2019-11-12,002555,三七互娱,游戏/传媒,BULLISH,"all,nb",False,False,2019-11-13,13.647,46.82,152.41,152.41,152.41,56,2020-02-07,2,-8.13,-31.35,29.09,140.69,True
2019-11-12,002594,比亚迪,电池/汽车,BULLISH,all,True,False,2019-11-13,11.506,3.36,55.74,91.78,91.78,69,2020-02-26,4,-4.63,-42.92,1.39,43.08,True
2019-11-12,300059,东方财富,证券/创业板,BULLISH,all,False,True,2019-11-13,6.601,0.73,14.68,45.58,45.58,75,2020-03-05,53,-10.53,-23.99,-4.03,27.83,True
2019-11-12,300124,汇川技术,机器人,BULLISH,"all,nb",False,False,2019-11-13,14.541,12.43,31.04,46.76,46.76,119,2020-05-12,87,-10.18,-4.15,8.44,46.21,True
2019-11-12,300274,阳光电源,光伏/创业板,BULLISH,"all,ss",False,True,2019-11-13,3.255,35.85,52.38,98.37,98.37,66,2020-02-21,112,-9.03,-54.14,10.35,24.85,False
2019-11-12,300308,中际旭创,通信/人工智能,BULLISH,"all,nb",True,True,2019-11-13,27.845,8.9,62.44,79.96,79.96,68,2020-02-25,4,-3.69,-35.06,0.88,60.74,True
2019-11-12,300394,天孚通信,通信/创业板,BULLISH,all,False,False,2019-11-13,4.571,11.51,40.34,97.66,97.66,69,2020-02-26,11,-10.33,-39.15,-8.2,74.62,True
2019-11-12,300502,新易盛,通信/人工智能,BULLISH,"all,none",True,True,2019-11-13,5.387,16.73,97.94,155.32,155.32,68,2020-02-25,4,-2.41,-35.36,1.65,142.99,True
2019-11-12,300750,宁德时代,电池/沪深300,BULLISH,all,False,True,2019-11-13,19.45,56.1,271.61,271.61,271.61,55,2020-02-06,3,-9.14,-49.87,37.71,181.26,True
2019-11-12,300760,迈瑞医疗,医疗/医药,BULLISH,"all,ss,nb",True,False,2019-11-13,161.589,5.55,24.27,53.52,53.52,109,2020-04-23,30,-12.19,-10.35,-4.1,46.98,True
2019-11-12,600030,中信证券,证券,BULLISH,all,False,False,2019-11-13,17.439,2.8,21.22,22.17,22.17,75,2020-03-05,53,-5.6,-20.15,-1.9,9.21,True
2019-11-12,600089,特变电工,光伏,BULLISH,"all,nb",False,False,2019-11-13,2.563,2.69,12.02,60.32,60.32,83,2020-03-17,53,-25.2,-26.77,2.42,42.33,True
2019-11-12,600111,北方稀土,有色金属,BULLISH,all,False,False,2019-11-13,8.742,7.78,19.33,19.33,19.33,38,2020-01-06,53,-15.79,-29.43,4.46,-5.26,False
2019-11-12,600276,恒瑞医药,创新药/医药,BULLISH,all,True,False,2019-11-13,60.963,7.85,7.85,11.51,11.51,100,2020-04-10,85,-14.12,-8.2,-0.78,6.97,True
2019-11-12,600487,亨通光电,通信,BULLISH,all,False,False,2019-11-13,14.221,6.54,23.63,49.15,49.15,80,2020-03-13,52,-10.41,-30.88,3.45,14.2,True
2019-11-12,600519,贵州茅台,酒/上证50,BULLISH,all,False,True,2019-11-13,947.741,3.65,3.65,13.82,13.82,117,2020-05-08,85,-26.05,-2.26,-2.32,13.61,True
2019-11-12,600549,厦门钨业,电池/有色金属,BULLISH,all,True,False,2019-11-13,10.256,2.93,10.82,11.6,11.6,69,2020-02-26,53,-22.82,-26.12,-2.34,-9.95,True
2019-11-12,601138,工业富联,通信,BULLISH,"all,nb",False,False,2019-11-13,11.972,18.96,44.52,44.52,44.52,50,2020-01-22,88,-27.15,-49.59,6.18,-12.45,False
2019-11-12,603019,中科曙光,计算机/人工智能,BULLISH,all,False,False,2019-11-13,21.439,12.19,55.37,88.16,88.16,118,2020-05-11,1,-0.47,-8.48,2.27,76.64,True
2019-11-12,603259,药明康德,创新药/医疗,BULLISH,"all,nb",True,False,2019-11-13,48.328,9.94,21.92,33.13,33.13,76,2020-03-06,85,-8.62,-31.36,-2.11,21.94,False
2019-11-12,603986,兆易创新,半导体/芯片,BULLISH,all,True,True,2019-11-13,80.3,24.6,99.66,167.87,167.87,68,2020-02-25,9,-4.51,-46.69,-0.71,90.86,True
2019-11-12,603993,洛阳钼业,有色金属,BULLISH,all,False,False,2019-11-13,2.477,16.96,71.86,85.59,85.59,61,2020-02-14,112,-5.25,-48.94,3.23,6.06,False
2019-11-12,688008,澜起科技,半导体/芯片,BULLISH,"all,none",True,True,2019-11-13,63.544,14.32,95.51,95.51,95.51,60,2020-02-13,9,-4.5,-44.92,-3.19,58.2,True
2019-11-12,688012,中微公司,半导体/芯片,BULLISH,"all,none",False,True,2019-11-13,43.404,25.81,259.69,259.69,259.69,60,2020-02-13,15,-3.15,-45.74,-1.18,193.87,True
2019-11-19,000568,泸州老窖,酒,OSCILLATION,all,False,False,2019-11-20,57.035,5.77,16.32,16.32,16.32,38,2020-01-13,80,-35.75,-44.77,-8.61,4.49,False
2019-11-19,000657,中钨高新,有色金属,OSCILLATION,all,False,False,2019-11-20,4.091,6.77,15.99,15.99,15.99,34,2020-01-07,78,-18.43,-29.67,-0.39,-5.28,False
2019-11-19,000858,五粮液,酒,OSCILLATION,"all,nb",False,False,2019-11-20,105.844,2.42,9.27,19.36,19.36,119,2020-05-19,80,-32.47,-2.36,-6.58,16.86,True
2019-11-19,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,ss,nb",True,False,2019-11-20,33.002,4.27,20.36,33.51,33.51,68,2020-03-03,107,-8.88,-31.75,-3.45,1.48,False
2019-11-19,002371,北方华创,半导体/芯片,OSCILLATION,"all,big,natbig,natbig_ss,ss",True,False,2019-11-20,54.488,21.86,112.77,144.84,144.84,119,2020-05-19,4,-9.58,-7.06,3.73,131.8,True
2019-11-19,002594,比亚迪,电池/汽车,OSCILLATION,all,True,False,2019-11-20,11.333,5.74,72.06,94.71,94.71,64,2020-02-26,2,-2.41,-42.92,0.56,45.33,True
2019-11-19,300059,东方财富,证券/创业板,OSCILLATION,all,False,True,2019-11-20,6.572,13.94,21.71,46.23,46.23,70,2020-03-05,48,-10.13,-23.99,-2.65,26.19,True
2019-11-19,300760,迈瑞医疗,医疗/医药,OSCILLATION,"all,ss,nb",True,False,2019-11-20,165.119,2.34,34.35,50.24,50.24,104,2020-04-23,25,-14.07,-10.35,-8.95,42.22,True
2019-11-19,600030,中信证券,证券,OSCILLATION,all,False,False,2019-11-20,17.614,12.14,20.02,20.96,20.96,70,2020-03-05,48,-6.54,-20.15,-1.24,4.91,True
2019-11-19,600089,特变电工,光伏,OSCILLATION,"all,nb",False,False,2019-11-20,2.548,6.95,12.68,61.26,61.26,78,2020-03-17,48,-24.76,-26.77,0.59,33.52,True
2019-11-19,600111,北方稀土,有色金属,OSCILLATION,all,False,False,2019-11-20,8.932,10.75,16.79,16.79,16.79,33,2020-01-06,48,-17.58,-29.43,0.56,-2.35,False
2019-11-19,600487,亨通光电,通信,OSCILLATION,all,False,False,2019-11-20,15.061,6.17,16.73,40.83,40.83,75,2020-03-13,47,-15.4,-30.88,-5.25,8.1,True
2019-11-19,600549,厦门钨业,电池/有色金属,OSCILLATION,all,True,False,2019-11-20,10.316,2.33,10.18,10.95,10.95,64,2020-02-26,48,-23.26,-26.12,-5.62,-8.53,True
2019-11-19,601012,隆基绿能,光伏,OSCILLATION,"all,nb",False,False,2019-11-20,10.499,16.48,61.77,61.77,61.77,54,2020-02-12,83,-4.56,-41.0,8.55,44.57,False
2019-11-19,601898,中煤能源,煤炭,OSCILLATION,all,False,False,2019-11-20,2.298,10.44,23.93,23.93,23.93,34,2020-01-07,107,-41.78,-53.02,4.35,-38.73,False
2019-11-19,603019,中科曙光,计算机/人工智能,OSCILLATION,all,False,False,2019-11-20,23.01,7.14,50.51,75.32,75.32,113,2020-05-11,4,-6.92,-8.48,-1.36,65.1,True
2019-11-19,603986,兆易创新,半导体/芯片,OSCILLATION,all,True,True,2019-11-20,86.968,21.08,116.27,147.33,147.33,63,2020-02-25,4,-11.83,-46.69,1.47,74.3,True
2019-11-19,603993,洛阳钼业,有色金属,OSCILLATION,all,False,False,2019-11-20,2.527,17.02,81.92,81.92,81.92,56,2020-02-14,107,-7.12,-48.94,2.37,3.96,False
2019-11-19,688008,澜起科技,半导体/芯片,OSCILLATION,"all,none",True,True,2019-11-20,66.534,13.35,86.72,86.72,86.72,55,2020-02-13,4,-8.79,-44.92,-5.77,46.25,True
2019-11-19,688012,中微公司,半导体/芯片,OSCILLATION,"all,none",False,True,2019-11-20,48.156,17.7,224.2,252.45,252.45,119,2020-05-19,10,-12.71,-9.51,-11.01,227.04,True
2019-11-26,000568,泸州老窖,酒,BEARISH,all,False,False,2019-11-27,56.965,2.42,16.47,16.47,16.47,33,2020-01-13,75,-35.67,-44.77,-5.74,-1.83,False
2019-11-26,000657,中钨高新,有色金属,BEARISH,all,False,False,2019-11-27,4.114,9.53,15.34,15.34,15.34,29,2020-01-07,73,-18.89,-29.67,3.91,-2.24,False
2019-11-26,000858,五粮液,酒,BEARISH,"all,nb",False,False,2019-11-27,103.334,2.41,11.92,22.3,22.3,116,2020-05-21,75,-30.83,-9.84,0.36,15.16,True
2019-11-26,002050,三花智控,电池/家电,BEARISH,"all,ss,nb",True,False,2019-11-27,9.557,18.45,65.49,79.67,79.67,115,2020-05-20,3,-3.94,-16.81,-0.64,59.37,True
2019-11-26,002179,中航光电,军工,BEARISH,"all,nb",False,False,2019-11-27,18.282,5.44,9.71,9.71,9.71,59,2020-02-26,77,-19.63,-26.74,0.96,-13.07,False
2019-11-26,002230,科大讯飞,计算机/机器人,BEARISH,"all,ss,nb",True,False,2019-11-27,32.202,4.01,31.64,36.83,36.83,63,2020-03-03,102,-6.61,-31.75,-0.87,-4.04,False
2019-11-26,002371,北方华创,半导体/芯片,BEARISH,"all,big,natbig,natbig_ss,ss",True,False,2019-11-27,50.229,32.19,160.23,165.6,165.6,114,2020-05-19,1,-0.59,-17.82,27.43,132.98,True
2019-11-26,002594,比亚迪,电池/汽车,BEARISH,all,True,False,2019-11-27,11.62,8.09,89.9,89.9,89.9,59,2020-02-26,5,-4.22,-42.92,-2.96,36.83,True
2019-11-26,300059,东方财富,证券/创业板,BEARISH,all,False,True,2019-11-27,6.302,18.82,48.81,52.49,52.49,65,2020-03-05,43,-6.28,-23.99,3.67,25.13,True
2019-11-26,300274,阳光电源,光伏/创业板,BEARISH,"all,ss",False,True,2019-11-27,3.556,24.97,81.58,81.58,81.58,56,2020-02-21,102,-16.73,-54.14,17.91,12.68,False
2019-11-26,300308,中际旭创,通信/人工智能,BEARISH,"all,nb",True,True,2019-11-27,27.788,25.21,80.33,80.33,80.33,58,2020-02-25,1,-1.04,-35.06,7.5,36.89,True
2019-11-26,300394,天孚通信,通信/创业板,BEARISH,all,False,False,2019-11-27,4.099,33.01,120.42,120.42,120.42,59,2020-02-26,1,0.0,-39.15,17.69,77.9,True
2019-11-26,300502,新易盛,通信/人工智能,BEARISH,"all,none",True,True,2019-11-27,5.472,31.4,151.35,151.35,151.35,58,2020-02-25,1,-1.15,-35.36,3.03,99.96,True
2019-11-26,300760,迈瑞医疗,医疗/医药,BEARISH,"all,ss,nb",True,False,2019-11-27,154.559,2.39,51.92,68.47,68.47,116,2020-05-21,20,-8.2,-7.46,-2.36,60.95,True
2019-11-26,600030,中信证券,证券,BEARISH,all,False,False,2019-11-27,17.073,15.69,23.82,24.79,24.79,65,2020-03-05,43,-3.58,-20.15,3.73,4.14,True
2019-11-26,600089,特变电工,光伏,BEARISH,"all,nb",False,False,2019-11-27,2.617,4.13,9.71,57.01,57.01,73,2020-03-17,43,-26.75,-26.77,-3.52,16.16,True
2019-11-26,600111,北方稀土,有色金属,BEARISH,all,False,False,2019-11-27,9.082,9.14,14.86,14.86,14.86,28,2020-01-06,43,-18.94,-29.43,2.2,0.44,False
2019-11-26,600276,恒瑞医药,创新药/医药,BEARISH,all,True,False,2019-11-27,60.497,1.54,5.43,13.88,13.88,116,2020-05-21,75,-13.46,-6.73,-5.06,8.22,True
2019-11-26,600487,亨通光电,通信,BEARISH,all,False,False,2019-11-27,14.571,9.75,26.29,45.57,45.57,70,2020-03-13,42,-12.56,-30.88,3.09,5.28,True
2019-11-26,600519,贵州茅台,酒/上证50,BEARISH,all,False,True,2019-11-27,933.541,0.5,0.5,19.19,19.19,116,2020-05-21,75,-24.93,-4.58,-3.04,15.55,True
2019-11-26,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2019-11-27,10.086,6.94,13.48,13.48,13.48,59,2020-02-26,43,-21.51,-26.12,-0.99,-4.07,True
2019-11-26,601012,隆基绿能,光伏,BEARISH,"all,nb",False,False,2019-11-27,10.683,14.47,58.98,58.98,58.98,49,2020-02-12,78,-6.21,-41.0,9.56,39.31,False
2019-11-26,601138,工业富联,通信,BEARISH,"all,nb",False,False,2019-11-27,12.602,24.76,37.3,37.3,37.3,40,2020-01-22,78,-30.79,-49.59,11.51,-22.38,False
2019-11-26,601898,中煤能源,煤炭,BEARISH,all,False,False,2019-11-27,2.478,2.82,14.93,14.93,14.93,29,2020-01-07,117,-48.02,-54.78,-3.23,-41.97,False
2019-11-26,603019,中科曙光,计算机/人工智能,BEARISH,all,False,False,2019-11-27,21.725,14.0,70.59,85.68,85.68,108,2020-05-11,1,-0.3,-15.42,10.06,66.95,True
2019-11-26,603259,药明康德,创新药/医疗,BEARISH,"all,nb",True,False,2019-11-27,46.917,10.44,36.56,37.14,37.14,66,2020-03-06,75,-5.87,-31.36,0.46,18.27,False
2019-11-26,603986,兆易创新,半导体/芯片,BEARISH,all,True,True,2019-11-27,79.034,33.24,172.16,172.16,172.16,58,2020-02-25,1,-1.94,-46.69,24.28,72.22,True
2019-11-26,603993,洛阳钼业,有色金属,BEARISH,all,False,False,2019-11-27,2.577,23.28,78.39,78.39,78.39,51,2020-02-14,102,-8.93,-48.94,10.09,-4.66,False
2019-11-26,688008,澜起科技,半导体/芯片,BEARISH,"all,none",True,True,2019-11-27,61.824,21.98,100.95,100.95,100.95,50,2020-02-13,1,-1.81,-44.92,15.14,43.12,True
2019-11-26,688012,中微公司,半导体/芯片,BEARISH,"all,none",False,True,2019-11-27,42.948,32.28,263.51,295.19,295.19,114,2020-05-19,5,-2.13,-18.17,22.36,260.42,True
2019-12-03,000568,泸州老窖,酒,BEARISH,all,False,False,2019-12-04,53.375,10.77,24.3,24.3,24.3,28,2020-01-13,70,-31.34,-44.77,2.68,11.0,False
2019-12-03,000657,中钨高新,有色金属,BEARISH,all,False,False,2019-12-04,4.037,14.66,17.54,17.54,17.54,24,2020-01-07,68,-17.34,-29.67,7.8,0.0,False
2019-12-03,000858,五粮液,酒,BEARISH,"all,nb",False,False,2019-12-04,100.804,6.11,14.73,35.41,35.41,119,2020-06-02,70,-29.1,-5.11,2.27,30.04,True
2019-12-03,002050,三花智控,电池/家电,BEARISH,"all,ss,nb",True,False,2019-12-04,9.527,21.09,68.68,80.24,80.24,110,2020-05-20,6,-3.56,-16.81,12.76,65.48,True
2019-12-03,002179,中航光电,军工,BEARISH,"all,nb",False,False,2019-12-04,18.326,5.18,9.45,9.45,9.45,54,2020-02-26,72,-19.82,-26.74,3.42,-10.67,False
2019-12-03,002230,科大讯飞,计算机/机器人,BEARISH,"all,ss,nb",True,False,2019-12-04,31.782,10.29,38.64,38.64,38.64,58,2020-03-03,97,-5.38,-31.75,3.74,2.77,False
2019-12-03,002371,北方华创,半导体/芯片,BEARISH,"all,big,natbig,natbig_ss,ss",True,False,2019-12-04,56.518,19.67,131.27,136.04,136.04,109,2020-05-19,1,0.0,-20.65,14.0,100.18,True
2019-12-03,002555,三七互娱,游戏/传媒,BEARISH,"all,nb",False,False,2019-12-04,16.687,37.51,106.43,106.43,106.43,41,2020-02-07,1,-0.36,-31.35,18.34,69.28,True
2019-12-03,002594,比亚迪,电池/汽车,BEARISH,all,True,False,2019-12-04,11.373,12.95,94.02,94.02,94.02,54,2020-02-26,6,-1.56,-42.92,3.87,47.51,True
2019-12-03,300059,东方财富,证券/创业板,BEARISH,all,False,True,2019-12-04,6.345,18.01,51.46,51.46,51.46,60,2020-03-05,38,-6.92,-23.99,13.84,33.6,True
2019-12-03,300274,阳光电源,光伏/创业板,BEARISH,"all,ss",False,True,2019-12-04,3.971,11.91,62.6,62.6,62.6,51,2020-02-21,97,-25.43,-54.14,7.05,18.41,False
2019-12-03,300308,中际旭创,通信/人工智能,BEARISH,"all,nb",True,True,2019-12-04,29.124,22.5,72.06,72.06,72.06,53,2020-02-25,1,-1.65,-35.06,15.84,35.35,True
2019-12-03,300502,新易盛,通信/人工智能,BEARISH,"all,none",True,True,2019-12-04,5.708,27.21,140.96,140.96,140.96,53,2020-02-25,5,-3.08,-35.36,22.62,99.63,True
2019-12-03,300750,宁德时代,电池/沪深300,BEARISH,all,False,True,2019-12-04,25.873,51.83,179.36,179.36,179.36,40,2020-02-06,1,-2.54,-49.87,19.39,133.43,True
2019-12-03,300760,迈瑞医疗,医疗/医药,BEARISH,"all,ss,nb",True,False,2019-12-04,149.389,5.94,60.87,74.3,74.3,111,2020-05-21,15,-5.02,-8.01,1.79,66.26,True
2019-12-03,600030,中信证券,证券,BEARISH,all,False,False,2019-12-04,17.23,20.56,23.66,23.66,23.66,60,2020-03-05,38,-4.46,-20.15,11.2,6.28,True
2019-12-03,600089,特变电工,光伏,BEARISH,"all,nb",False,False,2019-12-04,2.548,6.95,28.06,61.26,61.26,68,2020-03-17,38,-24.76,-30.32,5.73,19.31,True
2019-12-03,600111,北方稀土,有色金属,BEARISH,all,False,False,2019-12-04,8.992,14.12,16.01,16.01,16.01,23,2020-01-06,38,-18.13,-29.43,8.67,-1.22,False
2019-12-03,600276,恒瑞医药,创新药/医药,BEARISH,all,True,False,2019-12-04,57.435,4.45,11.05,19.95,19.95,111,2020-05-21,70,-8.85,-8.04,1.86,14.43,True
2019-12-03,600487,亨通光电,通信,BEARISH,all,False,False,2019-12-04,14.221,12.45,29.39,49.15,49.15,65,2020-03-13,37,-10.41,-30.88,9.0,10.48,True
2019-12-03,600519,贵州茅台,酒/上证50,BEARISH,all,False,True,2019-12-04,880.741,6.3,6.3,32.69,32.69,119,2020-06-02,70,-20.43,-2.75,3.4,29.44,True
2019-12-03,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2019-12-04,9.706,15.76,17.93,17.93,17.93,54,2020-02-26,38,-18.44,-26.12,7.21,0.52,True
2019-12-03,601012,隆基绿能,光伏,BEARISH,"all,nb",False,False,2019-12-04,11.249,8.71,50.98,50.98,50.98,44,2020-02-12,73,-10.93,-41.0,7.26,35.66,False
2019-12-03,601898,中煤能源,煤炭,BEARISH,all,False,False,2019-12-04,2.398,10.43,18.77,18.77,18.77,24,2020-01-07,112,-46.29,-54.78,4.17,-38.37,False
2019-12-03,601899,紫金矿业,有色金属/上证50,BEARISH,all,False,False,2019-12-04,1.5,58.0,83.33,83.33,83.33,23,2020-01-06,70,-33.33,-63.64,14.67,10.67,False
2019-12-03,603019,中科曙光,计算机/人工智能,BEARISH,all,False,False,2019-12-04,22.496,10.1,64.74,79.32,79.32,103,2020-05-11,1,-0.57,-15.42,8.8,65.1,True
2019-12-03,603259,药明康德,创新药/医疗,BEARISH,"all,nb",True,False,2019-12-04,45.977,12.7,39.36,39.94,39.94,61,2020-03-06,70,-3.95,-31.36,12.1,31.37,False
2019-12-03,603993,洛阳钼业,有色金属,BEARISH,all,False,False,2019-12-04,2.567,40.51,79.08,79.08,79.08,46,2020-02-14,97,-8.57,-48.94,12.86,0.39,False
2019-12-03,688008,澜起科技,半导体/芯片,BEARISH,"all,none",True,True,2019-12-04,62.404,20.85,99.08,99.08,99.08,45,2020-02-13,1,-0.45,-44.92,15.62,42.83,True
2019-12-03,688012,中微公司,半导体/芯片,BEARISH,"all,none",False,True,2019-12-04,42.552,50.99,266.9,298.87,298.87,109,2020-05-19,1,0.0,-18.17,29.6,246.12,True
2019-12-10,000568,泸州老窖,酒,BULLISH,all,False,False,2019-12-11,53.695,10.11,23.56,28.62,28.62,119,2020-06-09,65,-31.75,-3.89,0.22,26.11,True
2019-12-10,000657,中钨高新,有色金属,BULLISH,all,False,False,2019-12-11,4.299,10.37,10.37,10.37,10.37,19,2020-01-07,63,-22.38,-29.67,4.65,-3.05,False
2019-12-10,000858,五粮液,酒,BULLISH,"all,nb",False,False,2019-12-11,103.244,3.6,12.02,33.46,33.46,118,2020-06-08,65,-30.77,-4.31,-1.65,31.13,True
2019-12-10,002050,三花智控,电池/家电,BULLISH,"all,ss,nb",True,False,2019-12-11,9.55,42.81,68.27,87.17,87.17,118,2020-06-08,1,-3.79,-4.59,17.01,81.41,True
2019-12-10,002179,中航光电,军工,BULLISH,"all,nb",False,False,2019-12-11,18.43,6.06,8.83,8.83,8.83,49,2020-02-26,67,-20.27,-26.74,-1.4,-6.08,False
2019-12-10,002230,科大讯飞,计算机/机器人,BULLISH,"all,ss,nb",True,False,2019-12-11,31.952,15.27,37.9,37.9,37.9,53,2020-03-03,92,-5.88,-31.75,3.04,8.45,False
2019-12-10,002594,比亚迪,电池/汽车,BULLISH,all,True,False,2019-12-11,11.253,17.27,96.09,96.09,96.09,49,2020-02-26,1,-0.51,-42.92,10.13,52.4,True
2019-12-10,300059,东方财富,证券/创业板,BULLISH,all,False,True,2019-12-11,6.533,15.87,47.1,47.1,47.1,55,2020-03-05,33,-9.6,-23.99,6.57,34.72,True
2019-12-10,300124,汇川技术,机器人,BULLISH,"all,nb",False,False,2019-12-11,16.001,15.96,20.09,35.75,35.75,109,2020-05-26,67,-18.37,-9.08,6.34,34.75,True
2019-12-10,300274,阳光电源,光伏/创业板,BULLISH,"all,ss",False,True,2019-12-11,4.243,11.5,52.18,52.18,52.18,46,2020-02-21,92,-30.21,-54.14,-10.46,10.65,False
2019-12-10,300308,中际旭创,通信/人工智能,BULLISH,"all,nb",True,True,2019-12-11,29.67,21.31,68.89,68.89,68.89,48,2020-02-25,1,-2.49,-35.06,14.24,32.79,True
2019-12-10,300394,天孚通信,通信/创业板,BULLISH,all,False,False,2019-12-11,4.824,18.93,87.29,87.29,87.29,49,2020-02-26,33,-12.58,-39.15,9.41,55.74,True
2019-12-10,300502,新易盛,通信/人工智能,BULLISH,"all,none",True,True,2019-12-11,5.599,29.68,145.65,145.65,145.65,48,2020-02-25,1,-1.14,-35.36,21.15,94.12,True
2019-12-10,300760,迈瑞医疗,医疗/医药,BULLISH,"all,ss,nb",True,False,2019-12-11,150.829,4.93,63.0,72.64,72.64,106,2020-05-21,10,-5.93,-8.25,-2.93,62.86,True
2019-12-10,600030,中信证券,证券,BULLISH,all,False,False,2019-12-11,17.771,17.73,19.89,19.89,19.89,55,2020-03-05,33,-7.37,-20.15,4.42,3.83,True
2019-12-10,600089,特变电工,光伏,BULLISH,"all,nb",False,False,2019-12-11,2.525,10.97,54.22,62.73,62.73,63,2020-03-17,33,-24.08,-30.32,4.87,16.12,True
2019-12-10,600111,北方稀土,有色金属,BULLISH,all,False,False,2019-12-11,9.272,12.51,12.51,12.51,12.51,18,2020-01-06,33,-20.6,-29.43,4.1,-5.61,False
2019-12-10,600276,恒瑞医药,创新药/医药,BULLISH,all,True,False,2019-12-11,57.977,3.5,10.2,21.02,21.02,120,2020-06-10,65,-9.7,-3.52,-0.93,19.64,True
2019-12-10,600487,亨通光电,通信,BULLISH,all,False,False,2019-12-11,15.041,15.76,41.02,41.02,41.02,60,2020-03-13,32,-15.29,-30.88,0.13,4.99,True
