sig_date,code,name,tag,regime,layers,in_top5,in_wide,buy_date,buy,g20,g60,g120,maxgain,peak_off,peak_date,dd_off,maxdd,post_peak_dd,r10,end_ret,dip_first
2014-03-25,002050,三花智控,电池/家电,BEARISH,"all,none",True,False,2014-03-26,2.182,10.56,14.28,54.24,54.24,117,2014-09-11,4,-5.79,-6.28,0.87,46.34,True
2014-03-25,002179,中航光电,军工,BEARISH,all,False,False,2014-03-26,3.195,2.54,6.95,63.42,63.42,119,2014-09-15,30,-11.54,-7.06,-0.6,52.13,True
2014-03-25,002230,科大讯飞,计算机/机器人,BEARISH,"all,ss",True,False,2014-03-26,11.537,6.74,6.74,10.5,10.5,69,2014-07-04,36,-18.72,-23.79,3.21,1.3,True
2014-03-25,002371,北方华创,半导体/芯片,BEARISH,all,True,False,2014-03-26,12.841,13.53,13.53,28.38,28.38,114,2014-09-05,3,-8.7,-7.36,6.05,20.43,True
2014-03-25,002555,三七互娱,游戏/传媒,BEARISH,"all,none",False,False,2014-03-28,5.984,0.0,28.47,28.47,28.47,59,2014-07-07,6,-27.35,-22.83,-11.96,20.02,True
2014-03-25,002594,比亚迪,电池/汽车,BEARISH,"all,none",True,False,2014-03-26,16.183,2.81,2.81,7.6,7.6,115,2014-09-09,30,-21.05,-7.99,-0.79,-0.93,True
2014-03-25,300059,东方财富,证券/创业板,BEARISH,"all,ss",False,True,2014-03-26,1.061,12.77,26.39,46.45,46.45,115,2014-09-09,4,-5.71,-9.71,9.07,32.34,True
2014-03-25,300124,汇川技术,机器人,BEARISH,all,False,False,2014-03-26,10.345,3.25,3.25,3.25,3.25,1,2014-03-26,47,-28.59,-30.83,-1.46,-15.28,False
2014-03-25,300274,阳光电源,光伏/创业板,BEARISH,"all,ss",False,True,2014-03-26,4.749,4.05,5.79,36.35,36.35,113,2014-09-05,34,-21.46,-15.38,-3.17,17.77,True
2014-03-25,300308,中际旭创,通信/人工智能,BEARISH,all,True,True,2014-03-26,3.375,4.66,4.66,10.7,10.7,119,2014-09-15,58,-19.68,-4.62,2.98,6.62,True
2014-03-25,600030,中信证券,证券,BEARISH,"all,none",False,False,2014-03-26,9.418,13.66,13.66,23.96,23.96,114,2014-09-05,2,-3.51,-6.65,2.21,16.1,True
2014-03-25,600089,特变电工,光伏,BEARISH,all,False,False,2014-03-26,4.525,12.08,12.08,20.96,20.96,117,2014-09-15,24,-9.72,-9.37,4.61,12.12,True
2014-03-25,600111,北方稀土,有色金属,BEARISH,"all,none",False,False,2014-03-26,12.775,8.02,8.02,24.16,24.16,91,2014-08-05,47,-5.92,-11.74,6.31,10.17,True
2014-03-25,600276,恒瑞医药,创新药/医药,BEARISH,"all,none",True,False,2014-03-26,6.697,3.26,9.68,12.7,12.7,101,2014-08-19,23,-6.32,-4.34,0.38,9.36,True
2014-03-25,600487,亨通光电,通信,BEARISH,all,False,False,2014-03-26,3.055,5.9,5.9,26.12,26.12,115,2014-09-11,28,-6.9,-6.19,1.61,22.47,True
2014-03-25,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2014-03-26,12.892,11.16,11.16,42.23,42.23,90,2014-08-05,4,-5.15,-15.15,6.67,22.09,True
2014-03-25,601012,隆基绿能,光伏,BEARISH,"all,ss",False,False,2014-03-26,1.114,14.16,22.56,64.59,64.59,109,2014-09-11,4,-6.86,-13.84,7.52,54.78,True
2014-03-25,601898,中煤能源,煤炭,BEARISH,all,False,False,2014-03-26,3.482,0.18,2.21,6.83,6.83,120,2014-09-16,58,-9.38,-4.31,-3.32,3.33,True
2014-03-25,601899,紫金矿业,有色金属/上证50,BEARISH,all,False,False,2014-03-26,1.61,1.09,1.09,14.55,14.55,120,2014-09-16,58,-6.18,-6.67,0.0,9.09,True
2014-03-25,603993,洛阳钼业,有色金属,BEARISH,all,False,False,2014-03-26,1.489,2.03,36.89,38.75,38.75,84,2014-07-28,23,-6.09,-8.9,0.17,28.93,True
2014-04-01,000657,中钨高新,有色金属,OSCILLATION,"all,none",False,False,2014-04-02,5.603,4.65,14.99,45.07,45.07,114,2014-09-15,18,-7.02,-6.08,-0.66,38.05,True
2014-04-01,002050,三花智控,电池/家电,OSCILLATION,"all,none",True,False,2014-04-02,2.097,15.05,19.12,60.51,60.51,112,2014-09-11,1,0.0,-7.38,8.51,60.12,True
2014-04-01,002179,中航光电,军工,OSCILLATION,all,False,False,2014-04-02,3.076,6.53,18.32,69.78,69.78,114,2014-09-15,25,-8.09,-13.31,2.95,56.54,True
2014-04-01,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,ss",True,False,2014-04-02,11.554,6.58,6.58,10.33,10.33,64,2014-07-04,31,-18.84,-23.79,1.67,6.29,True
2014-04-01,002594,比亚迪,电池/汽车,OSCILLATION,"all,none",True,False,2014-04-02,15.631,5.84,5.84,11.4,11.4,110,2014-09-09,25,-18.27,-11.39,0.0,0.25,True
2014-04-01,300124,汇川技术,机器人,OSCILLATION,all,False,False,2014-04-02,9.985,4.85,4.85,4.85,4.85,5,2014-04-09,42,-26.01,-29.43,-3.75,-14.0,False
2014-04-01,300274,阳光电源,光伏/创业板,OSCILLATION,"all,ss",False,True,2014-04-02,4.537,4.13,14.06,42.73,42.73,108,2014-09-05,29,-17.79,-15.67,-4.78,25.58,True
2014-04-01,300308,中际旭创,通信/人工智能,OSCILLATION,all,True,True,2014-04-02,3.377,4.59,4.59,10.62,10.62,114,2014-09-15,53,-19.73,-7.43,-6.79,5.06,True
2014-04-01,600030,中信证券,证券,OSCILLATION,"all,nat,natbig",False,False,2014-04-02,9.296,15.15,15.15,25.59,25.59,109,2014-09-05,1,-0.7,-6.77,8.04,19.1,True
2014-04-01,600089,特变电工,光伏,OSCILLATION,"all,ss",False,False,2014-04-02,4.576,10.84,10.84,19.62,19.62,112,2014-09-15,19,-10.72,-9.37,6.9,12.72,True
2014-04-01,600111,北方稀土,有色金属,OSCILLATION,"all,none",False,False,2014-04-02,12.844,7.44,7.44,23.49,23.49,86,2014-08-05,42,-6.42,-13.43,-0.05,7.54,True
2014-04-01,600276,恒瑞医药,创新药/医药,OSCILLATION,"all,none",True,False,2014-04-02,6.529,5.92,12.5,25.53,25.53,120,2014-09-23,18,-3.91,-3.53,4.44,24.65,True
2014-04-01,600487,亨通光电,通信,OSCILLATION,all,False,False,2014-04-02,3.033,6.68,6.68,29.54,29.54,119,2014-09-24,23,-6.21,-2.38,3.85,27.57,True
2014-04-01,600549,厦门钨业,电池/有色金属,OSCILLATION,all,True,False,2014-04-02,12.62,13.56,13.56,45.29,45.29,85,2014-08-05,17,-1.2,-17.26,8.37,24.68,True
2014-04-01,601012,隆基绿能,光伏,OSCILLATION,"all,ss",False,False,2014-04-02,1.11,14.58,23.01,65.19,65.19,104,2014-09-11,33,-5.85,-14.38,10.95,43.14,True
2014-04-01,601898,中煤能源,煤炭,OSCILLATION,all,False,False,2014-04-02,3.437,0.19,3.55,8.23,8.23,115,2014-09-16,53,-8.19,-4.83,-3.36,3.56,True
2014-04-01,601899,紫金矿业,有色金属/上证50,OSCILLATION,all,False,False,2014-04-02,1.598,1.83,1.83,15.38,15.38,115,2014-09-16,53,-5.49,-7.62,0.0,8.06,True
2014-04-01,603993,洛阳钼业,有色金属,OSCILLATION,all,False,False,2014-04-02,1.467,3.61,39.0,40.89,40.89,79,2014-07-28,18,-4.64,-10.24,-0.17,29.38,True
2014-04-09,000657,中钨高新,有色金属,BULLISH,"all,none",False,False,2014-04-10,5.746,2.04,12.12,41.45,41.45,109,2014-09-15,13,-9.34,-6.08,-4.16,36.64,True
2014-04-09,002050,三花智控,电池/家电,BULLISH,"all,none",True,False,2014-04-10,2.203,9.53,17.87,56.06,56.06,116,2014-09-24,2,-1.58,-5.55,6.16,48.8,True
2014-04-09,002179,中航光电,军工,BULLISH,all,False,False,2014-04-10,3.193,2.6,13.96,64.73,64.73,117,2014-09-25,20,-11.48,-4.51,-1.45,58.33,True
2014-04-09,002230,科大讯飞,计算机/机器人,BULLISH,"all,ss",True,False,2014-04-10,11.964,2.92,6.55,18.17,18.17,120,2014-09-30,26,-21.63,-4.27,-9.15,13.37,True
2014-04-09,002371,北方华创,半导体/芯片,BULLISH,all,True,False,2014-04-10,13.543,7.65,7.65,28.22,28.22,120,2014-09-30,27,-12.22,-2.43,1.21,26.96,True
2014-04-09,002594,比亚迪,电池/汽车,BULLISH,"all,none",True,False,2014-04-10,16.061,3.01,3.01,8.42,8.42,105,2014-09-09,20,-20.45,-11.39,-7.92,-2.47,True
2014-04-09,300059,东方财富,证券/创业板,BULLISH,"all,ss",False,True,2014-04-10,1.174,2.13,14.18,48.15,48.15,115,2014-09-24,13,-13.86,-8.48,-4.05,41.96,True
2014-04-09,300124,汇川技术,机器人,BULLISH,all,False,False,2014-04-10,10.176,2.44,2.44,2.44,2.44,1,2014-04-10,37,-27.4,-29.13,-9.3,-13.62,False
2014-04-09,300274,阳光电源,光伏/创业板,BULLISH,"all,ss",False,True,2014-04-10,4.606,2.57,17.76,40.59,40.59,103,2014-09-05,24,-19.02,-15.67,-9.55,30.37,True
2014-04-09,600030,中信证券,证券,BULLISH,"all,nat,natbig",False,False,2014-04-10,9.633,11.12,11.12,21.19,21.19,104,2014-09-05,14,-1.64,-6.77,1.72,16.94,True
2014-04-09,600089,特变电工,光伏,BULLISH,"all,ss",False,False,2014-04-10,4.751,6.76,6.76,15.22,15.22,107,2014-09-15,14,-14.0,-9.37,-2.73,9.53,True
2014-04-09,600111,北方稀土,有色金属,BULLISH,"all,none",False,False,2014-04-10,13.606,0.78,0.78,16.57,16.57,81,2014-08-05,37,-11.66,-13.59,-8.13,2.94,True
2014-04-09,600276,恒瑞医药,创新药/医药,BULLISH,"all,none",True,False,2014-04-10,6.723,2.88,9.27,22.78,22.78,117,2014-09-25,13,-6.67,-3.58,-2.33,18.89,True
2014-04-09,601012,隆基绿能,光伏,BULLISH,"all,ss",False,False,2014-04-10,1.221,4.1,11.77,50.09,50.09,99,2014-09-11,28,-14.46,-18.23,-2.55,25.55,True
2014-04-09,601898,中煤能源,煤炭,BULLISH,all,False,False,2014-04-10,3.367,1.91,5.72,10.88,10.88,120,2014-09-30,48,-6.27,-1.89,-2.86,8.97,True
2014-04-09,601899,紫金矿业,有色金属/上证50,BULLISH,all,False,False,2014-04-10,1.61,1.09,1.09,14.55,14.55,110,2014-09-16,48,-6.18,-7.62,-2.18,9.82,True
2014-04-09,603993,洛阳钼业,有色金属,BULLISH,all,False,False,2014-04-10,1.492,24.49,36.66,38.51,38.51,74,2014-07-28,13,-6.25,-10.24,-3.72,30.91,True
2014-04-16,000657,中钨高新,有色金属,BULLISH,"all,none",False,False,2014-04-17,5.544,1.82,16.2,46.6,46.6,104,2014-09-15,8,-6.04,-8.31,-2.97,35.0,True
2014-04-16,002179,中航光电,军工,BULLISH,all,False,False,2014-04-17,3.176,0.61,20.3,68.85,68.85,120,2014-10-14,15,-11.0,-4.86,-6.99,64.6,True
2014-04-16,002230,科大讯飞,计算机/机器人,BULLISH,"all,ss",True,False,2014-04-17,11.802,2.32,8.01,19.79,19.79,115,2014-09-30,21,-20.55,-10.07,-7.94,9.24,True
2014-04-16,002371,北方华创,半导体/芯片,BULLISH,all,True,False,2014-04-17,14.292,1.76,1.76,23.93,23.93,116,2014-10-08,22,-16.83,-7.31,-5.29,15.35,True
2014-04-16,002555,三七互娱,游戏/传媒,BULLISH,"all,none",False,False,2014-04-17,5.211,18.77,47.52,47.52,47.52,47,2014-07-07,7,-7.85,-22.83,7.06,23.89,True
2014-04-16,002594,比亚迪,电池/汽车,BULLISH,"all,none",True,False,2014-04-17,15.686,2.68,4.35,11.01,11.01,100,2014-09-09,15,-18.55,-11.39,-5.58,-1.33,True
2014-04-16,300059,东方财富,证券/创业板,BULLISH,"all,ss",False,True,2014-04-17,1.081,18.13,23.96,60.84,60.84,110,2014-09-24,8,-6.48,-10.08,4.67,54.02,True
2014-04-16,300274,阳光电源,光伏/创业板,BULLISH,"all,ss",False,True,2014-04-17,4.328,4.97,25.33,49.63,49.63,98,2014-09-05,19,-13.82,-22.65,-7.71,17.51,True
2014-04-16,300308,中际旭创,通信/人工智能,BULLISH,all,True,True,2014-04-17,3.139,10.79,11.99,39.13,39.13,117,2014-10-09,43,-13.64,-8.47,0.28,29.36,True
2014-04-16,600030,中信证券,证券,BULLISH,"all,nat,natbig",False,False,2014-04-17,10.129,1.49,1.49,15.25,15.25,99,2014-09-05,9,-6.46,-6.77,-3.55,8.8,True
2014-04-16,600089,特变电工,光伏,BULLISH,"all,ss",False,False,2014-04-17,4.925,2.17,2.17,11.13,11.13,102,2014-09-15,9,-17.05,-10.5,-10.53,-0.19,True
2014-04-16,600276,恒瑞医药,创新药/医药,BULLISH,"all,none",True,False,2014-04-17,6.8,0.3,8.03,26.38,26.38,117,2014-10-09,8,-7.73,-5.0,-3.84,23.16,True
2014-04-16,600487,亨通光电,通信,BULLISH,all,False,False,2014-04-21,3.082,0.26,8.65,32.71,32.71,113,2014-09-30,13,-7.7,-9.14,-4.64,21.22,True
2014-04-16,600549,厦门钨业,电池/有色金属,BULLISH,all,True,False,2014-04-17,13.486,4.07,14.51,35.97,35.97,76,2014-08-05,8,-7.54,-17.26,-5.26,18.88,True
2014-04-16,601012,隆基绿能,光伏,BULLISH,"all,ss",False,False,2014-04-17,1.231,2.07,12.61,48.89,48.89,94,2014-09-11,23,-15.14,-18.23,-9.34,29.41,True
2014-04-16,601898,中煤能源,煤炭,BULLISH,all,False,False,2014-04-17,3.322,7.15,7.15,14.12,14.12,118,2014-10-10,43,-5.0,-2.37,-1.16,12.19,True
2014-04-16,601899,紫金矿业,有色金属/上证50,BULLISH,all,False,False,2014-04-17,1.598,0.73,0.73,15.38,15.38,105,2014-09-16,43,-5.49,-7.62,-1.83,12.82,True
2014-04-16,603993,洛阳钼业,有色金属,BULLISH,all,False,False,2014-04-17,1.472,38.53,38.53,40.41,40.41,70,2014-07-28,9,-4.97,-10.24,-2.05,30.82,True
2014-04-23,000657,中钨高新,有色金属,OSCILLATION,"all,none",False,False,2014-04-24,5.502,2.61,17.1,47.73,47.73,99,2014-09-15,3,-5.32,-9.75,-2.9,46.48,True
2014-04-23,002050,三花智控,电池/家电,OSCILLATION,"all,none",True,False,2014-04-24,2.328,0.2,13.23,47.7,47.7,106,2014-09-24,3,-6.58,-12.06,-3.26,32.63,True
2014-04-23,002179,中航光电,军工,OSCILLATION,all,False,False,2014-04-24,3.137,0.74,21.78,71.98,71.98,119,2014-10-20,10,-9.9,-4.11,-8.3,65.21,True
2014-04-23,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,ss",True,False,2014-04-24,10.878,3.26,17.18,29.96,29.96,110,2014-09-30,16,-13.8,-12.19,-2.6,23.0,True
2014-04-23,002371,北方华创,半导体/芯片,OSCILLATION,all,True,False,2014-04-24,13.706,2.04,10.34,29.23,29.23,111,2014-10-08,17,-13.27,-7.31,-6.81,26.14,True
2014-04-23,002555,三七互娱,游戏/传媒,OSCILLATION,"all,none",False,False,2014-04-24,5.264,24.32,46.04,46.04,46.04,42,2014-07-07,2,-8.77,-22.83,4.76,22.53,True
2014-04-23,002594,比亚迪,电池/汽车,OSCILLATION,"all,none",True,False,2014-04-24,14.689,2.97,11.43,18.54,18.54,95,2014-09-09,10,-13.02,-12.86,-11.13,3.32,True
2014-04-23,300059,东方财富,证券/创业板,OSCILLATION,"all,ss",False,True,2014-04-24,1.128,13.27,18.87,54.23,54.23,105,2014-09-24,3,-10.32,-10.21,2.9,41.53,True
2014-04-23,300124,汇川技术,机器人,OSCILLATION,all,False,False,2014-04-24,9.217,0.9,2.67,4.8,4.8,97,2014-09-11,27,-19.84,-18.86,-14.92,-14.56,True
2014-04-23,300274,阳光电源,光伏/创业板,OSCILLATION,"all,ss",False,True,2014-04-24,4.143,2.49,30.91,56.29,56.29,93,2014-09-05,14,-9.98,-22.65,-8.65,25.34,True
2014-04-23,300308,中际旭创,通信/人工智能,OSCILLATION,all,True,True,2014-04-24,3.183,9.27,10.45,37.22,37.22,112,2014-10-09,38,-14.83,-12.79,-3.5,22.27,True
2014-04-23,600030,中信证券,证券,OSCILLATION,"all,nat,natbig",False,False,2014-04-24,9.756,5.38,5.38,19.67,19.67,94,2014-09-05,4,-2.87,-6.77,1.18,14.44,True
2014-04-23,600089,特变电工,光伏,OSCILLATION,"all,ss",False,False,2014-04-24,4.61,0.37,0.4,18.74,18.74,97,2014-09-15,4,-11.37,-13.69,-5.5,2.73,True
2014-04-23,600111,北方稀土,有色金属,OSCILLATION,"all,none",False,False,2014-04-24,12.5,6.45,6.85,26.89,26.89,71,2014-08-05,27,-3.85,-13.59,-0.35,10.09,True
2014-04-23,600276,恒瑞医药,创新药/医药,OSCILLATION,"all,none",True,False,2014-04-24,6.56,5.59,11.97,31.0,31.0,112,2014-10-09,3,-4.36,-6.68,1.8,26.69,True
2014-04-23,600487,亨通光电,通信,OSCILLATION,all,False,False,2014-04-24,3.05,1.3,9.78,34.09,34.09,110,2014-09-30,10,-6.73,-10.89,-5.0,22.03,True
2014-04-23,600549,厦门钨业,电池/有色金属,OSCILLATION,all,True,False,2014-04-24,13.179,5.54,19.39,39.13,39.13,71,2014-08-05,3,-5.38,-18.25,-1.34,13.97,True
2014-04-23,601012,隆基绿能,光伏,OSCILLATION,"all,ss",False,False,2014-04-24,1.177,2.72,21.42,55.74,55.74,89,2014-09-11,18,-11.23,-18.23,-5.79,37.26,True
2014-04-23,601898,中煤能源,煤炭,OSCILLATION,all,False,False,2014-04-24,3.257,9.26,9.26,16.36,16.36,113,2014-10-10,38,-3.13,-5.42,0.98,10.85,True
2014-04-23,601899,紫金矿业,有色金属/上证50,OSCILLATION,all,False,False,2014-04-24,1.575,2.23,2.23,19.7,19.7,117,2014-10-16,38,-4.09,-6.21,-0.37,15.61,True
2014-04-23,603993,洛阳钼业,有色金属,OSCILLATION,all,False,False,2014-04-24,1.436,41.93,41.93,43.86,43.86,65,2014-07-28,4,-2.63,-11.34,17.89,28.77,True
2014-04-30,000657,中钨高新,有色金属,BEARISH,"all,none",False,False,2014-05-05,5.411,4.32,25.44,50.2,50.2,94,2014-09-15,4,-3.05,-9.75,2.26,41.26,True
2014-04-30,002050,三花智控,电池/家电,BEARISH,"all,none",True,False,2014-05-05,2.269,2.78,23.2,51.51,51.51,101,2014-09-24,25,-3.3,-14.8,-0.77,40.2,True
2014-04-30,002179,中航光电,军工,BEARISH,all,False,False,2014-05-05,2.954,5.42,29.34,82.65,82.65,114,2014-10-20,5,-4.31,-9.69,0.2,78.28,True
2014-04-30,002230,科大讯飞,计算机/机器人,BEARISH,"all,ss",True,False,2014-05-05,10.896,3.1,17.0,29.76,29.76,105,2014-09-30,11,-13.94,-12.19,-10.44,21.91,True
2014-04-30,002371,北方华创,半导体/芯片,BEARISH,all,True,False,2014-05-05,13.454,1.11,12.41,31.65,31.65,106,2014-10-08,12,-11.65,-7.31,-7.95,29.37,True
2014-04-30,002555,三七互娱,游戏/传媒,BEARISH,"all,none",False,False,2014-05-05,5.054,29.47,52.1,52.1,52.1,40,2014-07-07,4,-0.46,-22.83,9.46,24.86,True
2014-04-30,002594,比亚迪,电池/汽车,BEARISH,"all,none",True,False,2014-05-05,14.773,6.07,10.8,17.87,17.87,90,2014-09-09,5,-13.51,-14.89,-11.13,2.89,True
2014-04-30,300124,汇川技术,机器人,BEARISH,all,False,False,2014-05-05,8.625,3.21,9.71,11.99,11.99,92,2014-09-11,22,-14.35,-21.48,-10.46,-7.13,True
2014-04-30,300274,阳光电源,光伏/创业板,BEARISH,"all,ss",False,True,2014-05-05,3.994,12.93,35.8,62.12,62.12,88,2014-09-05,9,-6.62,-22.89,-3.62,34.49,True
2014-04-30,300308,中际旭创,通信/人工智能,BEARISH,all,True,True,2014-05-05,3.154,2.29,11.44,38.46,38.46,107,2014-10-09,33,-14.06,-16.84,-2.15,20.13,True
2014-04-30,600030,中信证券,证券,BEARISH,"all,nat,natbig",False,False,2014-05-05,9.741,5.53,15.86,19.85,19.85,89,2014-09-05,11,-2.58,-10.1,-0.07,11.21,True
2014-04-30,600089,特变电工,光伏,BEARISH,"all,ss",False,False,2014-05-05,4.491,1.63,6.19,21.87,21.87,94,2014-09-15,1,-9.04,-14.0,-6.02,9.32,True
2014-04-30,600111,北方稀土,有色金属,BEARISH,"all,none",False,False,2014-05-05,12.313,8.07,18.57,28.82,28.82,66,2014-08-05,22,-2.38,-17.17,1.01,10.05,True
2014-04-30,600276,恒瑞医药,创新药/医药,BEARISH,"all,none",True,False,2014-05-05,6.529,8.5,12.5,31.62,31.62,107,2014-10-09,60,-3.68,-6.68,2.31,30.06,True
2014-04-30,600487,亨通光电,通信,BEARISH,all,False,False,2014-05-05,2.922,1.95,14.61,39.99,39.99,105,2014-09-30,5,-2.63,-11.62,-0.68,32.98,True
2014-04-30,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2014-05-05,12.751,9.08,37.37,43.8,43.8,66,2014-08-05,1,-2.21,-20.06,1.22,22.06,True
2014-04-30,601012,隆基绿能,光伏,BEARISH,all,False,False,2014-05-05,1.115,3.31,32.47,64.34,64.34,84,2014-09-11,13,-6.33,-18.23,-3.9,43.73,True
2014-04-30,601898,中煤能源,煤炭,BEARISH,"all,ss",False,False,2014-05-05,3.283,8.4,8.4,15.46,15.46,108,2014-10-10,33,-3.89,-7.95,-0.2,8.42,True
2014-04-30,601899,紫金矿业,有色金属/上证50,BEARISH,all,False,False,2014-05-05,1.569,2.61,5.6,20.15,20.15,112,2014-10-16,33,-3.73,-8.39,-0.37,13.06,True
2014-04-30,603993,洛阳钼业,有色金属,BEARISH,all,False,False,2014-05-05,1.439,41.68,43.61,43.61,43.61,60,2014-07-28,1,-1.05,-13.78,15.76,28.2,True
2014-05-09,000657,中钨高新,有色金属,BEARISH,"all,none",False,False,2014-05-12,5.39,4.74,29.29,61.15,61.15,120,2014-11-05,5,-1.18,-4.71,4.04,54.74,True
2014-05-09,002050,三花智控,电池/家电,BEARISH,"all,none",True,False,2014-05-12,2.261,3.14,24.18,52.03,52.03,96,2014-09-24,20,-2.96,-14.8,1.47,44.32,True
2014-05-09,002179,中航光电,军工,BEARISH,all,False,False,2014-05-12,2.906,8.5,47.82,98.31,98.31,116,2014-10-29,8,-1.46,-4.69,-0.4,92.99,True
2014-05-09,002230,科大讯飞,计算机/机器人,BEARISH,"all,ss",True,False,2014-05-12,10.742,0.64,18.68,31.62,31.62,100,2014-09-30,6,-12.7,-12.19,-5.97,17.4,True
2014-05-09,002371,北方华创,半导体/芯片,BEARISH,all,True,False,2014-05-12,12.759,6.19,18.53,43.62,43.62,117,2014-10-30,7,-6.83,-5.09,-1.65,39.14,True
2014-05-09,002555,三七互娱,游戏/传媒,BEARISH,"all,none",False,False,2014-05-12,5.239,33.03,46.74,46.74,46.74,35,2014-07-07,1,-2.97,-29.18,12.15,3.97,True
2014-05-09,002594,比亚迪,电池/汽车,BEARISH,"all,none",True,False,2014-05-12,13.081,19.79,29.1,33.12,33.12,85,2014-09-09,8,-2.01,-15.26,3.28,13.65,True
2014-05-09,300059,东方财富,证券/创业板,BEARISH,"all,ss",False,True,2014-05-12,1.191,11.45,12.53,61.26,61.26,120,2014-11-05,53,-11.71,-4.51,-4.24,57.05,True
2014-05-09,300124,汇川技术,机器人,BEARISH,all,False,False,2014-05-12,7.953,11.94,18.98,21.46,21.46,87,2014-09-11,17,-7.11,-21.48,5.95,-0.03,True
2014-05-09,300274,阳光电源,光伏/创业板,BEARISH,"all,ss",False,True,2014-05-12,3.836,17.59,41.4,68.81,68.81,83,2014-09-05,4,-2.77,-22.89,10.62,51.98,True
2014-05-09,300308,中际旭创,通信/人工智能,BEARISH,all,True,True,2014-05-12,3.11,5.13,13.01,40.4,40.4,102,2014-10-09,28,-12.85,-16.84,-0.77,21.94,True
2014-05-09,600030,中信证券,证券,BEARISH,"all,nat,natbig",False,False,2014-05-12,10.065,2.14,13.28,16.0,16.0,84,2014-09-05,6,-5.71,-10.1,-2.71,10.57,True
2014-05-09,600089,特变电工,光伏,BEARISH,"all,ss",False,False,2014-05-12,4.226,8.0,13.24,29.51,29.51,89,2014-09-15,6,-2.0,-14.0,1.33,24.31,True
2014-05-09,600111,北方稀土,有色金属,BEARISH,"all,none",False,False,2014-05-12,12.594,5.65,20.58,25.94,25.94,61,2014-08-05,17,-4.56,-17.17,-1.44,11.36,True
2014-05-09,600276,恒瑞医药,创新药/医药,BEARISH,"all,none",True,False,2014-05-12,6.692,8.72,11.52,30.14,30.14,118,2014-10-31,55,-6.02,-6.45,3.13,23.63,True
2014-05-09,600487,亨通光电,通信,BEARISH,all,False,False,2014-05-12,2.902,4.71,18.68,63.15,63.15,118,2015-01-20,13,-1.53,-6.59,0.96,56.51,True
2014-05-09,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2014-05-12,13.053,6.55,34.19,40.47,40.47,61,2014-08-05,8,-3.24,-20.06,-1.35,21.24,True
2014-05-09,601012,隆基绿能,光伏,BEARISH,all,False,False,2014-05-12,1.113,2.36,36.82,64.71,64.71,79,2014-09-11,8,-6.12,-20.34,-2.36,32.91,True
2014-05-09,601898,中煤能源,煤炭,BEARISH,"all,ss",False,False,2014-05-12,3.309,7.56,7.56,15.72,15.72,120,2014-11-04,28,-4.63,-3.52,-0.76,14.95,True
2014-05-09,601899,紫金矿业,有色金属/上证50,BEARISH,all,False,False,2014-05-12,1.569,2.61,12.69,22.76,22.76,117,2014-10-30,28,-3.73,-5.17,0.0,21.64,True
2014-05-16,000657,中钨高新,有色金属,OSCILLATION,"all,none",False,False,2014-05-19,5.507,4.83,26.55,57.73,57.73,115,2014-11-05,9,-2.32,-9.79,0.19,45.08,True
2014-05-16,002050,三花智控,电池/家电,OSCILLATION,"all,none",True,False,2014-05-19,2.253,7.22,26.43,53.48,53.48,120,2015-02-11,15,-2.62,-8.72,0.0,49.65,True
2014-05-16,002179,中航光电,军工,OSCILLATION,all,False,False,2014-05-19,2.991,14.26,46.85,92.67,92.67,111,2014-10-29,3,-4.26,-13.06,3.16,68.35,True
2014-05-16,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,ss",True,False,2014-05-19,9.634,16.12,32.32,46.75,46.75,95,2014-09-30,1,-2.66,-13.4,7.06,28.24,True
2014-05-16,002371,北方华创,半导体/芯片,OSCILLATION,all,True,False,2014-05-19,12.398,9.29,21.98,47.97,47.97,118,2014-11-07,2,-4.12,-8.58,7.75,36.6,True
2014-05-16,002555,三七互娱,游戏/传媒,OSCILLATION,"all,none",False,False,2014-05-19,5.542,25.74,38.7,38.7,38.7,30,2014-07-07,117,-8.36,-33.93,6.16,13.7,False
2014-05-16,002594,比亚迪,电池/汽车,OSCILLATION,"all,none",True,False,2014-05-19,13.138,19.27,30.88,32.54,32.54,80,2014-09-09,3,-2.44,-18.02,13.85,8.98,True
2014-05-16,300124,汇川技术,机器人,OSCILLATION,all,False,False,2014-05-19,7.712,15.44,22.71,25.26,25.26,82,2014-09-11,12,-4.2,-22.67,6.02,-2.59,True
2014-05-16,300274,阳光电源,光伏/创业板,OSCILLATION,"all,ss",False,True,2014-05-19,3.828,31.24,48.43,69.15,69.15,78,2014-09-05,1,-2.57,-22.89,7.07,47.23,True
2014-05-16,300308,中际旭创,通信/人工智能,OSCILLATION,all,True,True,2014-05-19,3.102,5.42,13.33,40.8,40.8,97,2014-10-09,23,-12.61,-17.83,2.96,22.42,True
2014-05-16,600030,中信证券,证券,OSCILLATION,"all,nat,natbig",False,False,2014-05-19,9.648,3.58,18.18,28.38,28.38,120,2014-11-11,1,-1.64,-4.82,0.74,23.76,True
