code,name,period,hold_ratio,hold_ratio_change,n_funds
002948,青岛银行,2026-06-30,69.4623,10.6523,324
002949,华阳国际,2025-12-31,19.0154,0.4881,36
002949,华阳国际,2026-03-31,15.5857,-3.4297,1
002949,华阳国际,2026-06-30,21.1577,5.5720,85
002950,奥美医疗,2025-12-31,9.8181,5.0994,95
002950,奥美医疗,2026-03-31,7.5737,-2.2444,2
002950,奥美医疗,2026-06-30,6.4864,-1.0873,41
002951,金时科技,2025-12-31,83.2962,0.9118,4
002951,金时科技,2026-03-31,83.9436,0.6474,0
002951,金时科技,2026-06-30,83.9272,-0.0164,8
002952,亚世光电,2025-12-31,46.7537,0.8807,17
002952,亚世光电,2026-03-31,47.3690,0.6153,0
002952,亚世光电,2026-06-30,46.5677,-0.8013,33
002953,日丰股份,2025-12-31,1.2345,0.2022,20
002953,日丰股份,2026-03-31,1.5601,0.3256,0
002953,日丰股份,2026-06-30,4.1001,2.5400,46
002955,鸿合科技,2025-12-31,53.3832,19.6067,59
002955,鸿合科技,2026-03-31,52.3165,-1.0667,0
002955,鸿合科技,2026-06-30,50.0421,-2.2744,58
002956,西麦食品,2025-12-31,65.6129,11.8853,225
002956,西麦食品,2026-03-31,60.1614,-5.4515,38
002956,西麦食品,2026-06-30,67.1945,7.0331,282
002957,科瑞技术,2025-12-31,64.8182,3.3455,94
002957,科瑞技术,2026-03-31,63.3466,-1.4716,8
002957,科瑞技术,2026-06-30,65.3209,1.9743,179
002958,青农商行,2025-12-31,46.0476,6.7699,144
002958,青农商行,2026-03-31,43.1891,-2.8585,0
002958,青农商行,2026-06-30,44.8520,1.6629,90
002959,小熊电器,2025-12-31,50.8848,0.3194,97
002959,小熊电器,2026-03-31,49.3780,-1.5068,4
002959,小熊电器,2026-06-30,54.4110,5.0330,42
002960,青鸟智控,2025-12-31,49.0972,8.4865,68
002960,青鸟智控,2026-03-31,45.6004,-3.4968,0
002960,青鸟智控,2026-06-30,44.7314,-0.8690,58
002961,瑞达期货,2025-12-31,78.1826,-2.5959,29
002961,瑞达期货,2026-03-31,75.9746,-2.2080,7
002961,瑞达期货,2026-06-30,76.0834,0.1088,145
002962,五方光电,2025-12-31,3.9216,-1.2192,13
002962,五方光电,2026-03-31,4.3452,0.4236,0
002962,五方光电,2026-06-30,4.8288,0.4836,2
002963,豪尔赛,2025-12-31,12.5596,3.5407,32
002963,豪尔赛,2026-03-31,11.9055,-0.6541,0
002963,豪尔赛,2026-06-30,8.8063,-3.0992,22
002965,祥鑫科技,2025-12-31,10.6403,0.1641,72
002965,祥鑫科技,2026-03-31,7.0873,-3.5530,1
002965,祥鑫科技,2026-06-30,9.4783,2.3910,62
002966,苏州银行,2025-12-31,48.8988,7.7321,418
002966,苏州银行,2026-03-31,44.5721,-4.3267,33
002966,苏州银行,2026-06-30,49.5789,5.0068,391
002967,广电计量,2025-12-31,57.5896,4.6839,191
002967,广电计量,2026-03-31,51.2036,-6.3860,4
002967,广电计量,2026-06-30,52.2503,1.0467,89
002968,新大正,2025-12-31,22.5774,2.7390,67
002968,新大正,2026-03-31,20.3809,-2.1965,1
002968,新大正,2026-06-30,24.8051,4.4242,110
002969,嘉美包装,2025-12-31,57.2437,-1.3123,34
002969,嘉美包装,2026-03-31,50.6414,-6.6023,0
002969,嘉美包装,2026-06-30,54.9938,4.3524,124
002970,锐明技术,2025-12-31,26.2181,2.0347,106
002970,锐明技术,2026-03-31,33.9702,7.7521,19
002970,锐明技术,2026-06-30,22.5161,-11.4541,92
002971,和远气体,2025-12-31,32.6094,-3.5711,32
002971,和远气体,2026-03-31,30.2208,-2.3886,1
002971,和远气体,2026-06-30,23.6147,-6.6061,29
002972,科安达,2025-12-31,4.0271,0.9560,27
002972,科安达,2026-03-31,5.8510,1.8239,7
002972,科安达,2026-06-30,10.3153,4.4643,45
002973,侨银股份,2025-12-31,12.5534,-4.7745,8
002973,侨银股份,2026-03-31,12.6252,0.0718,0
002973,侨银股份,2026-06-30,12.7124,0.0872,7
002975,博杰股份,2025-12-31,20.8676,4.1183,122
002975,博杰股份,2026-03-31,11.2603,-9.6073,1
002975,博杰股份,2026-06-30,23.3938,12.1335,231
002976,瑞玛精密,2025-12-31,9.9170,2.2228,40
002976,瑞玛精密,2026-03-31,10.3378,0.4208,5
002976,瑞玛精密,2026-06-30,17.7781,7.4403,26
002977,*ST天箭,2025-12-31,2.7855,0.9991,4
002977,*ST天箭,2026-03-31,4.6490,1.8635,0
002977,*ST天箭,2026-06-30,1.6256,-3.0234,0
002978,安宁股份,2025-12-31,51.3263,1.2508,107
002978,安宁股份,2026-03-31,48.6905,-2.6358,1
002978,安宁股份,2026-06-30,49.5052,0.8147,52
002979,雷赛智能,2025-12-31,25.5568,7.4156,114
002979,雷赛智能,2026-03-31,17.1034,-8.4534,3
002979,雷赛智能,2026-06-30,27.0658,9.9624,200
002980,华盛昌,2025-12-31,12.9989,0.5426,13
002980,华盛昌,2026-03-31,20.7944,7.7955,14
002980,华盛昌,2026-06-30,25.7995,5.0051,126
002981,朝阳科技,2025-12-31,61.7352,-0.5006,36
002981,朝阳科技,2026-03-31,60.7315,-1.0037,0
002981,朝阳科技,2026-06-30,59.6146,-1.1169,19
002982,湘佳股份,2025-12-31,10.8635,2.1526,25
002982,湘佳股份,2026-03-31,9.5005,-1.3630,2
002982,湘佳股份,2026-06-30,8.8890,-0.6115,41
002983,芯瑞达,2025-12-31,28.5877,-0.3073,20
002983,芯瑞达,2026-03-31,28.4386,-0.1491,1
002983,芯瑞达,2026-06-30,27.2914,-1.1472,19
002984,森麒麟,2025-12-31,31.5015,14.1550,373
002984,森麒麟,2026-03-31,16.7419,-14.7596,15
002984,森麒麟,2026-06-30,21.0789,4.3370,187
002985,北摩高科,2025-12-31,6.0901,-3.7425,108
002985,北摩高科,2026-03-31,3.6020,-2.4881,5
002985,北摩高科,2026-06-30,5.3169,1.7149,94
002986,宇新股份,2025-12-31,8.0232,1.2386,46
002986,宇新股份,2026-03-31,6.2684,-1.7548,2
002986,宇新股份,2026-06-30,13.1556,6.8872,63
002987,京北方,2025-12-31,63.1557,2.6229,146
002987,京北方,2026-03-31,60.1192,-3.0365,3
002987,京北方,2026-06-30,60.5408,0.4216,59
002988,豪美新材,2025-12-31,63.4218,0.3701,45
002988,豪美新材,2026-03-31,62.7906,-0.6312,1
002988,豪美新材,2026-06-30,62.6173,-0.1733,47
002989,中天精装,2025-12-31,50.7754,2.0338,18
002989,中天精装,2026-03-31,49.3849,-1.3905,0
002989,中天精装,2026-06-30,50.4223,1.0374,26
002990,盛视科技,2025-12-31,11.4595,-6.0476,28
002990,盛视科技,2026-03-31,11.8338,0.3743,1
002990,盛视科技,2026-06-30,15.8200,3.9862,81
002991,甘源食品,2025-12-31,16.9982,8.1459,73
002991,甘源食品,2026-03-31,11.7792,-5.2190,6
002991,甘源食品,2026-06-30,15.2663,3.4871,62
002992,宝明科技,2025-12-31,46.7383,0.2828,13
002992,宝明科技,2026-03-31,45.0889,-1.6494,1
002992,宝明科技,2026-06-30,44.8182,-0.2707,6
002993,奥海科技,2025-12-31,67.3218,6.0572,299
002993,奥海科技,2026-03-31,61.2917,-6.0301,10
002993,奥海科技,2026-06-30,63.5869,2.2952,207
002995,天地在线,2025-12-31,18.2860,-0.0353,23
002995,天地在线,2026-03-31,20.6637,2.3777,0
002995,天地在线,2026-06-30,18.9304,-1.7333,17
002996,顺博合金,2025-12-31,3.5869,0.4659,57
002996,顺博合金,2026-03-31,1.4647,-2.1222,0
002996,顺博合金,2026-06-30,3.5482,2.0835,50
002997,瑞鹄模具,2025-12-31,52.4447,4.0465,122
002997,瑞鹄模具,2026-03-31,46.5847,-5.8600,2
002997,瑞鹄模具,2026-06-30,45.6203,-0.9644,56
002998,优彩资源,2025-12-31,8.0112,0.9184,41
002998,优彩资源,2026-03-31,7.2950,-0.7162,0
002998,优彩资源,2026-06-30,16.4255,9.1305,128
002999,天禾股份,2025-12-31,43.6791,4.3551,88
002999,天禾股份,2026-03-31,42.4209,-1.2582,1
002999,天禾股份,2026-06-30,40.6095,-1.8114,69
003000,劲仔食品,2025-12-31,4.9376,1.7953,55
003000,劲仔食品,2026-03-31,2.1361,-2.8015,3
003000,劲仔食品,2026-06-30,6.6352,4.4991,87
003001,中岩大地,2025-12-31,8.5393,-0.2912,9
003001,中岩大地,2026-03-31,9.1419,0.6026,0
003001,中岩大地,2026-06-30,10.0173,0.8754,34
003002,壶化股份,2025-12-31,33.5497,2.7843,26
003002,壶化股份,2026-03-31,33.2755,-0.2742,0
003002,壶化股份,2026-06-30,35.7278,2.4523,23
003003,天元股份,2025-12-31,7.1625,0.5505,39
003003,天元股份,2026-03-31,7.6457,0.4832,0
003003,天元股份,2026-06-30,10.8810,3.2353,74
003004,声迅股份,2025-12-31,46.0037,0.2604,0
003004,声迅股份,2026-03-31,45.0741,-0.9296,0
003004,声迅股份,2026-06-30,47.0568,1.9827,1
003005,竞业达,2025-12-31,4.0581,-2.6847,17
003005,竞业达,2026-03-31,2.9641,-1.0940,1
003005,竞业达,2026-06-30,3.9806,1.0165,13
003006,百亚股份,2025-12-31,80.5279,8.1331,208
003006,百亚股份,2026-03-31,67.6679,-12.8600,14
003006,百亚股份,2026-06-30,74.1894,6.5215,156
003007,直真科技,2025-12-31,2.1612,,20
003007,直真科技,2026-03-31,2.8777,0.7165,1
003007,直真科技,2026-06-30,0.5264,-2.3513,14
003008,开普检测,2025-12-31,32.8185,1.7199,51
003008,开普检测,2026-03-31,32.5847,-0.2338,4
003008,开普检测,2026-06-30,34.7081,2.1234,86
003009,中天火箭,2025-12-31,68.3221,-2.9120,15
003009,中天火箭,2026-03-31,64.0158,-4.3063,0
003009,中天火箭,2026-06-30,63.8153,-0.2005,14
003010,若羽臣,2025-12-31,44.5194,10.8399,251
003010,若羽臣,2026-03-31,29.1561,-15.3633,26
003010,若羽臣,2026-06-30,35.6349,6.4788,204
003011,海象新材,2025-12-31,19.7296,2.8020,71
003011,海象新材,2026-03-31,16.9140,-2.8156,2
003011,海象新材,2026-06-30,25.1501,8.2361,68
003012,东鹏控股,2025-12-31,70.6920,1.0934,120
003012,东鹏控股,2026-03-31,66.7765,-3.9155,0
003012,东鹏控股,2026-06-30,66.4897,-0.2868,62
003013,地铁设计,2025-12-31,83.1826,-0.6605,38
003013,地铁设计,2026-03-31,81.9113,-1.2713,0
003013,地铁设计,2026-06-30,83.5852,1.6739,4
003015,日久光电,2025-12-31,12.7693,0.1362,79
003015,日久光电,2026-03-31,9.8853,-2.8840,1
003015,日久光电,2026-06-30,10.1577,0.2724,20
003016,欣贺股份,2025-12-31,71.2992,0.3379,8
003016,欣贺股份,2026-03-31,71.5688,0.2696,0
003016,欣贺股份,2026-06-30,73.3847,1.8159,64
003017,大洋生物,2025-12-31,7.9641,5.8517,82
003017,大洋生物,2026-03-31,3.2714,-4.6927,3
003017,大洋生物,2026-06-30,4.7415,1.4701,65
003018,金富科技,2025-12-31,7.9250,-8.4050,13
003018,金富科技,2026-03-31,7.5557,-0.3693,1
003018,金富科技,2026-06-30,11.3564,3.8007,134
003019,宸展光电,2025-12-31,39.2494,-1.3550,57
003019,宸展光电,2026-03-31,37.7498,-1.4996,0
003019,宸展光电,2026-06-30,39.9689,2.2191,57
003020,立方制药,2025-12-31,29.5556,0.9467,31
003020,立方制药,2026-03-31,29.1581,-0.3975,2
003020,立方制药,2026-06-30,28.6503,-0.5078,43
003021,兆威机电,2025-12-31,60.6991,1.1871,148
003021,兆威机电,2026-03-31,59.5796,-1.1195,7
003021,兆威机电,2026-06-30,59.7396,0.1600,105
003022,联泓新科,2025-12-31,80.4947,-0.2280,134
003022,联泓新科,2026-03-31,79.5260,-0.9687,2
003022,联泓新科,2026-06-30,81.0818,1.5558,246
003023,彩虹集团,2025-12-31,52.9617,0.7170,18
003023,彩虹集团,2026-03-31,53.3794,0.4177,1
003023,彩虹集团,2026-06-30,56.3401,2.9607,59
003025,思进智能,2025-12-31,40.6997,-0.3387,80
003025,思进智能,2026-03-31,38.6268,-2.0729,3
003025,思进智能,2026-06-30,40.4977,1.8709,50
003026,中晶科技,2025-12-31,10.6634,0.7579,31
003026,中晶科技,2026-03-31,8.7644,-1.8990,2
003026,中晶科技,2026-06-30,4.6111,-4.1533,12
003027,同兴科技,2025-12-31,5.1409,2.4069,39
003027,同兴科技,2026-03-31,4.1080,-1.0329,3
003027,同兴科技,2026-06-30,3.6529,-0.4551,37
003028,振邦智能,2025-12-31,13.6242,-0.4477,28
003028,振邦智能,2026-03-31,12.7940,-0.8302,0
003028,振邦智能,2026-06-30,13.0589,0.2649,13
003029,吉大正元,2025-12-31,39.3577,-0.6146,15
003029,吉大正元,2026-03-31,38.1960,-1.1617,0
003029,吉大正元,2026-06-30,39.9221,1.7261,44
003030,祖名股份,2025-12-31,27.6360,4.4977,108
003030,祖名股份,2026-03-31,27.9062,0.2702,3
003030,祖名股份,2026-06-30,26.6441,-1.2621,39
003031,中瓷电子,2025-12-31,29.9777,-0.0648,227
003031,中瓷电子,2026-03-31,24.9338,-5.0439,5
003031,中瓷电子,2026-06-30,27.6918,2.7580,343
003032,传智教育,2025-12-31,16.6682,-0.4986,0
003032,传智教育,2026-03-31,16.6682,0.0000,0
003032,传智教育,2026-06-30,16.8394,0.1712,12
003033,征和工业,2025-12-31,74.2867,4.2017,45
003033,征和工业,2026-03-31,69.6218,-4.6649,2
003033,征和工业,2026-06-30,71.8557,2.2339,9
003035,南网能源,2025-12-31,79.5269,1.1408,179
003035,南网能源,2026-03-31,78.2545,-1.2724,10
003035,南网能源,2026-06-30,77.5844,-0.6701,147
003036,泰坦股份,2025-12-31,69.4607,0.3599,4
003036,泰坦股份,2026-03-31,70.3373,0.8766,0
003036,泰坦股份,2026-06-30,69.9180,-0.4193,29
003037,三和管桩,2025-12-31,69.9211,0.2080,29
003037,三和管桩,2026-03-31,69.4809,-0.4402,0
003037,三和管桩,2026-06-30,69.7980,0.3171,19
003038,鑫铂股份,2025-12-31,14.4759,-2.1909,26
003038,鑫铂股份,2026-03-31,12.9236,-1.5523,1
003038,鑫铂股份,2026-06-30,12.2346,-0.6890,24
003039,顺控发展,2025-12-31,82.5707,0.1201,58
003039,顺控发展,2026-03-31,80.0775,-2.4932,2
003039,顺控发展,2026-06-30,81.0360,0.9585,60
003040,楚天龙,2025-12-31,50.5589,-1.6726,34
003040,楚天龙,2026-03-31,49.5077,-1.0512,1
003040,楚天龙,2026-06-30,50.6395,1.1318,39
003041,真爱美家,2025-12-31,65.5394,1.8133,20
003041,真爱美家,2026-03-31,66.3799,0.8405,2
003041,真爱美家,2026-06-30,64.2178,-2.1621,22
003042,中农联合,2025-12-31,49.8246,2.0361,28
003042,中农联合,2026-03-31,52.6308,2.8062,1
003042,中农联合,2026-06-30,45.8065,-6.8243,63
003043,华亚智能,2025-12-31,15.4601,-0.5843,46
003043,华亚智能,2026-03-31,18.7526,3.2925,4
003043,华亚智能,2026-06-30,22.6575,3.9049,60
003816,中国广核,2025-12-31,90.5127,1.8476,464
003816,中国广核,2026-03-31,90.0815,-0.4312,39
003816,中国广核,2026-06-30,93.0608,2.9793,588
200012,南玻B,2025-12-31,8.3154,-0.0602,0
200012,南玻B,2026-03-31,8.4255,0.1101,0
200012,南玻B,2026-06-30,11.0630,2.6375,0
200016,*ST康佳B,2025-12-31,38.9446,-0.1171,0
200016,*ST康佳B,2026-03-31,38.9446,0.0000,0
200016,*ST康佳B,2026-06-30,38.9446,0.0000,0
200017,深中华B,2025-12-31,38.8566,1.9777,0
200017,深中华B,2026-03-31,39.8151,0.9585,0
200017,深中华B,2026-06-30,40.4386,0.6235,0
200020,深华发B,2025-12-31,34.6332,1.0284,0
200020,深华发B,2026-03-31,34.6332,0.0000,0
200020,深华发B,2026-06-30,33.6931,-0.9401,0
200037,深南电B,2025-12-31,40.6572,0.0000,0
200037,深南电B,2026-03-31,40.3761,-0.2811,0
200037,深南电B,2026-06-30,40.0884,-0.2877,0
200055,方大B,2025-12-31,31.7688,0.8715,0
200055,方大B,2026-03-31,32.2874,0.5186,0
200055,方大B,2026-06-30,32.3280,0.0406,0
200056,*ST皇庭B,2025-12-31,58.0358,4.5252,0
200056,*ST皇庭B,2026-03-31,56.9133,-1.1225,0
200056,*ST皇庭B,2026-06-30,56.9133,0.0000,0
200429,粤高速B,2025-12-31,3.7853,0.0000,0
200429,粤高速B,2026-03-31,3.7853,0.0000,0
200429,粤高速B,2026-06-30,3.7853,0.0000,0
200468,宁通信B,2025-12-31,5.0997,-1.2308,0
200468,宁通信B,2026-03-31,5.1062,0.0065,0
200468,宁通信B,2026-06-30,4.9926,-0.1136,0
200488,ST晨鸣B,2025-12-31,29.8304,0.0000,0
200488,ST晨鸣B,2026-03-31,31.2461,1.4157,0
200488,ST晨鸣B,2026-06-30,29.8304,-1.4157,0
200512,闽灿坤B,2025-12-31,45.4009,-0.5051,0
200512,闽灿坤B,2026-03-31,45.4009,0.0000,0
200512,闽灿坤B,2026-06-30,45.8740,0.4731,0
200521,虹美菱B,2025-12-31,22.5216,4.2492,0
200521,虹美菱B,2026-03-31,18.2724,-4.2492,0
200521,虹美菱B,2026-06-30,18.2724,0.0000,0
200530,冰山B,2025-12-31,30.4361,-0.8435,0
200530,冰山B,2026-03-31,30.4361,0.0000,0
200530,冰山B,2026-06-30,31.2796,0.8435,0
200539,粤电力B,2025-12-31,6.7751,0.0000,0
200539,粤电力B,2026-03-31,6.7751,0.0000,0
200539,粤电力B,2026-06-30,6.7751,0.0000,0
200541,粤照明B,2025-12-31,20.4605,0.0000,0
200541,粤照明B,2026-03-31,20.4605,0.0000,0
200541,粤照明B,2026-06-30,20.4605,0.0000,0
200550,江铃B,2025-12-31,81.6418,-0.0097,0
200550,江铃B,2026-03-31,81.6285,-0.0133,0
200550,江铃B,2026-06-30,80.2990,-1.3295,0
200553,安道麦B,2025-12-31,1.9729,0.0045,0
200553,安道麦B,2026-03-31,3.9148,1.9419,0
200553,安道麦B,2026-06-30,3.8755,-0.0393,0
200570,苏常柴B,2025-12-31,2.0668,0.0000,0
200570,苏常柴B,2026-03-31,2.0668,0.0000,0
200570,苏常柴B,2026-06-30,2.0668,0.0000,0
200581,苏威孚B,2025-12-31,24.9176,0.0000,0
200581,苏威孚B,2026-03-31,24.9176,0.0000,0
200581,苏威孚B,2026-06-30,24.9176,0.0000,0
200596,古井贡B,2025-12-31,21.2893,-0.5204,0
200596,古井贡B,2026-03-31,21.2723,-0.0170,0
200596,古井贡B,2026-06-30,20.9990,-0.2733,0
200625,长安B,2025-12-31,17.2315,0.1447,0
200625,长安B,2026-03-31,19.2629,2.0314,0
200625,长安B,2026-06-30,22.6352,3.3723,0
200706,瓦轴B,2025-12-31,58.2203,-0.0402,0
200706,瓦轴B,2026-03-31,84.7413,26.5210,0
200706,瓦轴B,2026-06-30,84.7413,0.0000,0
200726,鲁泰B,2025-12-31,53.6347,-0.0024,0
200726,鲁泰B,2026-03-31,53.6347,0.0000,0
200726,鲁泰B,2026-06-30,53.6347,0.0000,0
200869,张裕B,2025-12-31,4.5097,0.2631,0
200869,张裕B,2026-03-31,5.6794,1.1697,0
200869,张裕B,2026-06-30,5.3718,-0.3076,0
201872,招港B,2025-12-31,30.7480,0.0000,0
201872,招港B,2026-03-31,30.7480,0.0000,0
201872,招港B,2026-06-30,30.7480,0.0000,0
300001,特锐德,2025-12-31,46.9149,3.8234,430
300001,特锐德,2026-03-31,41.4733,-5.4416,22
300001,特锐德,2026-06-30,55.3596,13.8863,483
300002,神州泰岳,2025-12-31,23.8429,6.3340,398
300002,神州泰岳,2026-03-31,10.0750,-13.7679,8
300002,神州泰岳,2026-06-30,15.1885,5.1135,300
300003,乐普医疗,2025-12-31,41.2185,8.2348,608
300003,乐普医疗,2026-03-31,32.0548,-9.1637,31
300003,乐普医疗,2026-06-30,33.3327,1.2779,331
300004,南风股份,2025-12-31,27.1968,0.0444,15
300004,南风股份,2026-03-31,29.2227,2.0259,3
300004,南风股份,2026-06-30,29.0675,-0.1552,48
300005,探路者,2025-12-31,23.3832,4.8593,75
300005,探路者,2026-03-31,21.5604,-1.8228,3
300005,探路者,2026-06-30,21.6121,0.0517,88
300006,莱美药业,2025-12-31,26.7009,0.1827,25
300006,莱美药业,2026-03-31,28.0000,1.2991,0
300006,莱美药业,2026-06-30,26.9851,-1.0149,39
300007,汉威科技,2025-12-31,14.4283,1.0563,171
300007,汉威科技,2026-03-31,6.7391,-7.6892,11
300007,汉威科技,2026-06-30,7.4447,0.7056,88
300008,天海防务,2025-12-31,26.4263,2.7846,133
300008,天海防务,2026-03-31,21.3360,-5.0903,4
300008,天海防务,2026-06-30,22.2069,0.8709,79
300009,安科生物,2025-12-31,9.6269,2.8468,139
300009,安科生物,2026-03-31,4.8932,-4.7337,5
300009,安科生物,2026-06-30,7.4711,2.5779,92
300010,ST豆神,2025-12-31,12.8109,0.3736,73
300010,ST豆神,2026-03-31,7.6769,-5.1340,2
300010,ST豆神,2026-06-30,6.4933,-1.1836,0
300011,鼎汉技术,2025-12-31,23.5966,0.9255,53
300011,鼎汉技术,2026-03-31,23.1066,-0.4900,1
300011,鼎汉技术,2026-06-30,23.0272,-0.0794,22
300012,华测检测,2025-12-31,41.9696,11.7802,470
300012,华测检测,2026-03-31,35.4900,-6.4796,46
300012,华测检测,2026-06-30,43.8894,8.3994,533
300013,新宁物流,2025-12-31,8.9086,0.1068,7
300013,新宁物流,2026-03-31,11.2246,2.3160,1
300013,新宁物流,2026-06-30,13.1305,1.9059,22
300014,亿纬锂能,2025-12-31,55.4450,-1.4864,1197
300014,亿纬锂能,2026-03-31,44.6300,-10.8150,192
300014,亿纬锂能,2026-06-30,46.1103,1.4803,1068
300015,爱尔眼科,2025-12-31,53.3897,4.6437,593
300015,爱尔眼科,2026-03-31,48.0346,-5.3551,51
300015,爱尔眼科,2026-06-30,49.8647,1.8301,560
300016,北陆药业,2025-12-31,9.6616,0.2941,38
300016,北陆药业,2026-03-31,9.7195,0.0579,2
300016,北陆药业,2026-06-30,9.6891,-0.0304,71
300017,网宿科技,2025-12-31,12.6211,5.5429,453
300017,网宿科技,2026-03-31,10.7273,-1.8938,61
300017,网宿科技,2026-06-30,14.5339,3.8066,509
300018,中元股份,2025-12-31,5.8213,3.6811,99
300018,中元股份,2026-03-31,5.4397,-0.3816,5
300018,中元股份,2026-06-30,5.7617,0.3220,36
300019,硅宝科技,2025-12-31,20.1570,-2.2220,29
300019,硅宝科技,2026-03-31,19.1355,-1.0215,0
300019,硅宝科技,2026-06-30,19.6151,0.4796,17
300020,ST银江,2025-12-31,10.6816,0.0008,0
300020,ST银江,2026-03-31,7.3153,-3.3663,0
300020,ST银江,2026-06-30,10.6787,3.3634,0
300021,大禹节水,2025-12-31,0.6538,-2.5013,17
300021,大禹节水,2026-03-31,0.4372,-0.2166,0
300021,大禹节水,2026-06-30,0.5220,0.0848,13
300022,吉峰科技,2025-12-31,28.0600,3.3684,21
300022,吉峰科技,2026-03-31,25.7686,-2.2914,3
300022,吉峰科技,2026-06-30,24.9206,-0.8480,57
300024,机器人,2025-12-31,40.7249,3.5873,224
300024,机器人,2026-03-31,35.7848,-4.9401,11
300024,机器人,2026-06-30,38.2385,2.4537,248
300025,华星创业,2025-12-31,17.8451,0.2482,62
300025,华星创业,2026-03-31,16.5346,-1.3105,2
300025,华星创业,2026-06-30,17.8986,1.3640,77
300026,红日药业,2025-12-31,28.0971,-1.0280,48
300026,红日药业,2026-03-31,26.0672,-2.0299,0
300026,红日药业,2026-06-30,26.3222,0.2550,54
300027,ST华谊,2025-12-31,7.1780,-0.1663,38
300027,ST华谊,2026-03-31,3.9436,-3.2344,0
300027,ST华谊,2026-06-30,1.7186,-2.2250,0
300030,阳普医疗,2025-12-31,15.2849,2.5403,57
300030,阳普医疗,2026-03-31,17.5057,2.2208,8
300030,阳普医疗,2026-06-30,17.6665,0.1608,95
300031,宝通科技,2025-12-31,13.3818,6.2018,102
300031,宝通科技,2026-03-31,5.1896,-8.1922,2
300031,宝通科技,2026-06-30,12.2608,7.0712,137
300032,金龙机电,2025-12-31,27.1941,1.6509,83
300032,金龙机电,2026-03-31,21.6142,-5.5799,0
300032,金龙机电,2026-06-30,20.7066,-0.9076,30
300033,同花顺,2025-12-31,25.8165,6.2337,990
300033,同花顺,2026-03-31,23.9943,-1.8222,118
300033,同花顺,2026-06-30,28.1996,4.2053,900
300034,钢研高纳,2025-12-31,50.4178,1.6757,148
300034,钢研高纳,2026-03-31,46.5191,-3.8987,2
300034,钢研高纳,2026-06-30,48.9984,2.4793,191
300035,中科电气,2025-12-31,17.5037,3.2133,131
300035,中科电气,2026-03-31,15.2362,-2.2675,3
300035,中科电气,2026-06-30,16.7928,1.5566,91
300036,超图软件,2025-12-31,15.4832,5.7883,121
300036,超图软件,2026-03-31,11.0651,-4.4181,5
300036,超图软件,2026-06-30,7.3441,-3.7210,91
300037,新宙邦,2025-12-31,29.5741,17.3935,637
300037,新宙邦,2026-03-31,15.4529,-14.1212,96
300037,新宙邦,2026-06-30,26.2654,10.8125,1014
300039,上海凯宝,2025-12-31,9.2836,-0.3748,30
300039,上海凯宝,2026-03-31,9.2623,-0.0213,2
300039,上海凯宝,2026-06-30,9.1568,-0.1055,18
300040,九洲集团,2025-12-31,2.0382,-2.7172,58
300040,九洲集团,2026-03-31,0.3629,-1.6753,0
300040,九洲集团,2026-06-30,0.0014,-0.3615,4
300041,回天新材,2025-12-31,9.6885,1.5552,125
300041,回天新材,2026-03-31,6.4132,-3.2753,2
300041,回天新材,2026-06-30,5.3320,-1.0812,41
300042,朗科科技,2025-12-31,31.1493,4.5022,46
300042,朗科科技,2026-03-31,31.5741,0.4248,2
300042,朗科科技,2026-06-30,29.2103,-2.3638,103
300043,星辉娱乐,2025-12-31,9.1035,0.9487,78
300043,星辉娱乐,2026-03-31,3.3619,-5.7416,3
300043,星辉娱乐,2026-06-30,5.4932,2.1313,39
300044,*ST赛为,2025-12-31,0.4575,,0
300044,*ST赛为,2026-06-30,0.3666,,0
300045,华力创通,2025-12-31,7.3662,2.5528,113
300045,华力创通,2026-03-31,5.7564,-1.6098,14
300045,华力创通,2026-06-30,9.3641,3.6077,121
300046,台基股份,2025-12-31,26.7585,0.2939,16
300046,台基股份,2026-03-31,26.5505,-0.2080,0
300046,台基股份,2026-06-30,26.7263,0.1758,13
300047,天源迪科,2025-12-31,7.3051,4.9808,110
300047,天源迪科,2026-03-31,2.9767,-4.3284,1
300047,天源迪科,2026-06-30,3.8936,0.9169,86
300048,合康新能,2025-12-31,24.6379,-0.2197,60
300048,合康新能,2026-03-31,23.6659,-0.9720,0
300048,合康新能,2026-06-30,24.2163,0.5504,41
300049,福瑞医科,2025-12-31,21.6843,4.0222,212
300049,福瑞医科,2026-03-31,16.7386,-4.9457,27
300049,福瑞医科,2026-06-30,20.2198,3.4812,289
300050,世纪鼎利,2025-12-31,10.2058,1.0233,30
300050,世纪鼎利,2026-03-31,14.0882,3.8824,2
300050,世纪鼎利,2026-06-30,14.7243,0.6361,48
300051,琏升科技,2025-12-31,20.4852,-0.7992,12
300051,琏升科技,2026-03-31,18.4849,-2.0003,0
300051,琏升科技,2026-06-30,18.8596,0.3747,25
300052,中青宝,2025-12-31,17.7999,0.4573,0
300052,中青宝,2026-03-31,16.8206,-0.9793,0
300052,中青宝,2026-06-30,17.1397,0.3191,1
300053,航宇微,2025-12-31,21.5823,3.0164,56
300053,航宇微,2026-03-31,20.6806,-0.9017,4
300053,航宇微,2026-06-30,22.8117,2.1311,53
300054,鼎龙股份,2025-12-31,26.9240,8.4789,530
300054,鼎龙股份,2026-03-31,18.0782,-8.8458,90
