code,name,period,hold_ratio,hold_ratio_change,n_funds
301489,思泉新材,2025-12-31,26.5561,18.3075,198
301489,思泉新材,2026-03-31,17.4775,-9.0786,13
301489,思泉新材,2026-06-30,18.7077,1.2302,213
301491,汉桑科技,2025-12-31,0.7655,0.1332,2233
301491,汉桑科技,2026-03-31,0.0009,-0.7646,1
301491,汉桑科技,2026-06-30,0.8689,0.8680,162
301498,乖宝宠物,2025-12-31,70.2294,1.5658,270
301498,乖宝宠物,2026-03-31,64.8285,-5.4009,9
301498,乖宝宠物,2026-06-30,56.5185,-8.3100,225
301499,维科精密,2025-12-31,8.8007,5.2099,39
301499,维科精密,2026-03-31,5.3864,-3.4143,0
301499,维科精密,2026-06-30,7.2337,1.8473,47
301500,飞南资源,2025-12-31,10.6016,-1.1265,42
301500,飞南资源,2026-03-31,8.9993,-1.6023,4
301500,飞南资源,2026-06-30,8.6799,-0.3194,184
301501,恒鑫生活,2025-12-31,1.0797,0.3780,128
301501,恒鑫生活,2026-03-31,14.9998,13.9201,0
301501,恒鑫生活,2026-06-30,15.1850,0.1852,79
301502,华阳智能,2025-12-31,33.9425,1.9191,63
301502,华阳智能,2026-03-31,27.4942,-6.4483,2
301502,华阳智能,2026-06-30,28.2293,0.7351,55
301503,智迪科技,2025-12-31,36.9030,-1.6811,57
301503,智迪科技,2026-03-31,34.5576,-2.3454,2
301503,智迪科技,2026-06-30,37.1426,2.5850,54
301505,苏州规划,2025-12-31,7.8419,-3.0580,45
301505,苏州规划,2026-03-31,5.6530,-2.1889,1
301505,苏州规划,2026-06-30,8.3191,2.6661,69
301507,民生健康,2025-12-31,5.7005,1.3802,70
301507,民生健康,2026-03-31,6.7836,1.0831,0
301507,民生健康,2026-06-30,7.9497,1.1661,64
301508,中机认检,2025-12-31,12.0700,1.1249,68
301508,中机认检,2026-03-31,5.2758,-6.7942,1
301508,中机认检,2026-06-30,4.2889,-0.9869,41
301509,金凯生科,2025-12-31,23.8106,0.1297,63
301509,金凯生科,2026-03-31,19.0883,-4.7223,3
301509,金凯生科,2026-06-30,16.2566,-2.8317,27
301510,固高科技,2025-12-31,50.5037,2.7927,91
301510,固高科技,2026-03-31,40.4543,-10.0494,2
301510,固高科技,2026-06-30,40.7303,0.2760,219
301511,德福科技,2025-12-31,39.7126,5.4876,226
301511,德福科技,2026-03-31,34.1099,-5.6027,23
301511,德福科技,2026-06-30,54.3253,20.2154,656
301512,智信精密,2025-12-31,32.5462,3.9886,50
301512,智信精密,2026-03-31,31.2077,-1.3385,3
301512,智信精密,2026-06-30,30.6352,-0.5725,27
301513,尚水智能,2026-06-30,4.4286,,2490
301515,港通医疗,2025-12-31,20.5999,1.2078,71
301515,港通医疗,2026-03-31,19.6771,-0.9228,4
301515,港通医疗,2026-06-30,26.3385,6.6614,97
301516,中远通,2025-12-31,3.7019,0.5634,48
301516,中远通,2026-03-31,6.3789,2.6770,3
301516,中远通,2026-06-30,7.5669,1.1880,51
301517,陕西华达,2025-12-31,45.5848,30.3053,38
301517,陕西华达,2026-03-31,46.9096,1.3248,4
301517,陕西华达,2026-06-30,49.3391,2.4295,70
301518,长华化学,2025-12-31,25.5583,2.9711,58
301518,长华化学,2026-03-31,23.2298,-2.3285,4
301518,长华化学,2026-06-30,25.2600,2.0302,44
301519,舜禹股份,2025-12-31,33.7699,4.6778,56
301519,舜禹股份,2026-03-31,29.5277,-4.2422,2
301519,舜禹股份,2026-06-30,37.9793,8.4516,87
301520,万邦医药,2025-12-31,7.3108,2.1879,44
301520,万邦医药,2026-03-31,6.8235,-0.4873,3
301520,万邦医药,2026-06-30,7.7580,0.9345,39
301522,上大股份,2025-12-31,41.8806,37.6808,100
301522,上大股份,2026-03-31,38.3311,-3.5495,0
301522,上大股份,2026-06-30,35.1016,-3.2295,98
301525,儒竞科技,2025-12-31,21.2864,-2.4098,75
301525,儒竞科技,2026-03-31,14.5818,-6.7046,4
301525,儒竞科技,2026-06-30,18.0962,3.5144,64
301526,国际复材,2025-12-31,44.3112,-2.9251,170
301526,国际复材,2026-03-31,39.1213,-5.1899,16
301526,国际复材,2026-06-30,46.7931,7.6718,703
301528,多浦乐,2025-12-31,21.3752,0.8268,58
301528,多浦乐,2026-03-31,19.7042,-1.6710,5
301528,多浦乐,2026-06-30,16.2182,-3.4860,28
301529,福赛科技,2025-12-31,33.5467,4.6379,121
301529,福赛科技,2026-03-31,22.4777,-11.0690,18
301529,福赛科技,2026-06-30,25.7935,3.3158,138
301531,春光集团,2026-06-30,4.7524,,2677
301533,威马农机,2025-12-31,2.7259,-8.1771,11
301533,威马农机,2026-03-31,3.4940,0.7681,0
301533,威马农机,2026-06-30,6.1497,2.6557,45
301535,浙江华远,2025-12-31,4.3523,2.1179,138
301535,浙江华远,2026-03-31,68.9555,64.6032,3
301535,浙江华远,2026-06-30,68.3494,-0.6061,111
301536,星宸科技,2025-12-31,47.3266,7.4949,258
301536,星宸科技,2026-03-31,39.0340,-8.2926,15
301536,星宸科技,2026-06-30,47.6748,8.6408,729
301538,骏鼎达,2025-12-31,31.9059,-4.5173,59
301538,骏鼎达,2026-03-31,31.3906,-0.5153,3
301538,骏鼎达,2026-06-30,29.5236,-1.8670,63
301539,宏鑫科技,2025-12-31,35.3600,1.5451,51
301539,宏鑫科技,2026-03-31,33.0928,-2.2672,0
301539,宏鑫科技,2026-06-30,35.9753,2.8825,84
301548,崇德科技,2025-12-31,15.4051,5.4441,39
301548,崇德科技,2026-03-31,21.7637,6.3586,5
301548,崇德科技,2026-06-30,26.4100,4.6463,107
301550,斯菱智驱,2025-12-31,32.1846,10.3863,164
301550,斯菱智驱,2026-03-31,27.2066,-4.9780,64
301550,斯菱智驱,2026-06-30,25.0596,-2.1470,337
301551,无线传媒,2025-12-31,38.7382,-23.5940,93
301551,无线传媒,2026-03-31,26.5889,-12.1493,0
301551,无线传媒,2026-06-30,24.6391,-1.9498,95
301552,科力装备,2025-12-31,7.5291,-2.9130,84
301552,科力装备,2026-03-31,8.6283,1.0992,0
301552,科力装备,2026-06-30,7.0112,-1.6171,55
301555,惠柏新材,2025-12-31,30.0357,3.1906,74
301555,惠柏新材,2026-03-31,26.2454,-3.7903,1
301555,惠柏新材,2026-06-30,21.2180,-5.0274,29
301556,托普云农,2025-12-31,26.3102,10.5302,111
301556,托普云农,2026-03-31,9.7057,-16.6045,7
301556,托普云农,2026-06-30,9.3036,-0.4021,92
301557,常友科技,2025-12-31,7.8794,0.9651,4
301557,常友科技,2026-03-31,15.0540,7.1746,0
301557,常友科技,2026-06-30,16.7167,1.6627,6
301558,三态股份,2025-12-31,4.7725,1.2614,79
301558,三态股份,2026-03-31,2.9079,-1.8646,1
301558,三态股份,2026-06-30,1.6237,-1.2842,50
301559,中集环科,2025-12-31,2.2777,1.2554,22
301559,中集环科,2026-03-31,0.6590,-1.6187,0
301559,中集环科,2026-06-30,3.9757,3.3167,53
301560,众捷股份,2025-12-31,0.3823,0.3812,164
301560,众捷股份,2026-03-31,10.2096,9.8273,0
301560,众捷股份,2026-06-30,6.7638,-3.4458,85
301563,云汉芯城,2025-12-31,4.5693,2.4157,2565
301563,云汉芯城,2026-03-31,5.0749,0.5056,15
301563,云汉芯城,2026-06-30,6.7718,1.6969,212
301565,中仑新材,2025-12-31,41.2291,0.2678,75
301565,中仑新材,2026-03-31,33.9022,-7.3269,0
301565,中仑新材,2026-06-30,29.8412,-4.0610,44
301566,达利凯普,2025-12-31,16.0800,-9.1597,28
301566,达利凯普,2026-03-31,13.0981,-2.9819,0
301566,达利凯普,2026-06-30,11.6599,-1.4382,46
301567,贝隆精密,2025-12-31,3.5628,-1.8988,11
301567,贝隆精密,2026-03-31,3.5920,0.0292,0
301567,贝隆精密,2026-06-30,9.0000,5.4080,50
301568,思泰克,2025-12-31,7.4549,0.6958,43
301568,思泰克,2026-03-31,4.3828,-3.0721,1
301568,思泰克,2026-06-30,11.7504,7.3676,95
301571,国科天成,2025-12-31,43.7032,2.3813,177
301571,国科天成,2026-03-31,41.6232,-2.0800,16
301571,国科天成,2026-06-30,41.7679,0.1447,198
301575,艾芬达,2025-12-31,2.0171,1.9380,2251
301575,艾芬达,2026-03-31,6.3555,4.3384,2
301575,艾芬达,2026-06-30,2.3910,-3.9645,176
301577,美信科技,2025-12-31,11.7891,-9.7540,27
301577,美信科技,2026-03-31,16.3318,4.5427,5
301577,美信科技,2026-06-30,19.7730,3.4412,21
301578,辰奕智能,2025-12-31,5.4039,-4.4765,43
301578,辰奕智能,2026-03-31,1.8627,-3.5412,3
301578,辰奕智能,2026-06-30,4.2845,2.4218,73
301580,爱迪特,2025-12-31,45.0430,-1.3231,95
301580,爱迪特,2026-03-31,27.1060,-17.9370,9
301580,爱迪特,2026-06-30,25.1886,-1.9174,134
301581,黄山谷捷,2025-12-31,47.5892,47.0510,12
301581,黄山谷捷,2026-03-31,43.4808,-4.1084,0
301581,黄山谷捷,2026-06-30,43.6591,0.1783,10
301584,建发致新,2025-12-31,0.8430,-2.1387,2413
301584,建发致新,2026-03-31,0.4403,-0.4027,2
301584,建发致新,2026-06-30,3.6207,3.1804,171
301585,蓝宇股份,2025-12-31,17.8036,16.6294,75
301585,蓝宇股份,2026-03-31,15.1958,-2.6078,2
301585,蓝宇股份,2026-06-30,21.2093,6.0135,50
301586,佳力奇,2025-12-31,45.6582,-1.6953,64
301586,佳力奇,2026-03-31,42.7661,-2.8921,1
301586,佳力奇,2026-06-30,41.1791,-1.5870,50
301587,中瑞股份,2025-12-31,30.9758,-0.3436,57
301587,中瑞股份,2026-03-31,27.2625,-3.7133,1
301587,中瑞股份,2026-06-30,28.5034,1.2409,51
301588,美新科技,2025-12-31,40.0181,-1.5871,70
301588,美新科技,2026-03-31,37.0303,-2.9878,0
301588,美新科技,2026-06-30,37.9692,0.9389,37
301589,诺瓦星云,2025-12-31,31.3634,7.1545,152
301589,诺瓦星云,2026-03-31,21.8733,-9.4901,9
301589,诺瓦星云,2026-06-30,24.2263,2.3530,118
301590,优优绿能,2025-12-31,15.3387,-4.2600,318
301590,优优绿能,2026-03-31,9.0852,-6.2535,5
301590,优优绿能,2026-06-30,40.0384,30.9532,125
301591,肯特股份,2025-12-31,6.2164,-0.5346,24
301591,肯特股份,2026-03-31,3.1852,-3.0312,0
301591,肯特股份,2026-06-30,3.2568,0.0716,17
301592,六九一二,2025-12-31,13.2050,6.0162,41
301592,六九一二,2026-03-31,2.4027,-10.8023,1
301592,六九一二,2026-06-30,13.8019,11.3992,39
301595,太力科技,2025-12-31,8.3467,5.6979,207
301595,太力科技,2026-03-31,5.6815,-2.6652,1
301595,太力科技,2026-06-30,12.2150,6.5335,87
301596,瑞迪智驱,2025-12-31,26.1106,-4.0443,37
301596,瑞迪智驱,2026-03-31,24.9408,-1.1698,0
301596,瑞迪智驱,2026-06-30,26.6825,1.7417,7
301598,博科测试,2025-12-31,10.3564,9.5898,22
301598,博科测试,2026-03-31,11.4996,1.1432,2
301598,博科测试,2026-06-30,13.0562,1.5566,37
301599,理奇智能,2026-06-30,6.0699,,2608
301600,慧翰股份,2025-12-31,15.3528,-2.1955,35
301600,慧翰股份,2026-03-31,7.4992,-7.8536,3
301600,慧翰股份,2026-06-30,6.6510,-0.8482,63
301601,惠通科技,2025-12-31,0.8751,,117
301601,惠通科技,2026-03-31,14.3939,13.5188,0
301601,惠通科技,2026-06-30,11.0484,-3.3455,94
301602,超研股份,2025-12-31,10.7447,3.2932,122
301602,超研股份,2026-03-31,71.4456,60.7009,6
301602,超研股份,2026-06-30,68.7437,-2.7019,103
301603,乔锋智能,2025-12-31,23.0197,2.0024,149
301603,乔锋智能,2026-03-31,18.0965,-4.9232,2
301603,乔锋智能,2026-06-30,44.7477,26.6512,251
301606,绿联科技,2025-12-31,69.8766,19.7275,445
301606,绿联科技,2026-03-31,53.7940,-16.0826,19
301606,绿联科技,2026-06-30,56.9135,3.1195,391
301607,富特科技,2025-12-31,54.2915,10.4224,266
301607,富特科技,2026-03-31,38.2866,-16.0049,24
301607,富特科技,2026-06-30,31.4008,-6.8858,199
301608,博实结,2025-12-31,29.7666,5.7381,201
301608,博实结,2026-03-31,22.4999,-7.2667,10
301608,博实结,2026-06-30,29.4892,6.9893,219
301609,山大电力,2025-12-31,2.1147,0.2914,2261
301609,山大电力,2026-03-31,3.9246,1.8099,6
301609,山大电力,2026-06-30,1.6463,-2.2783,116
301611,珂玛科技,2025-12-31,33.9691,12.1680,343
301611,珂玛科技,2026-03-31,21.1346,-12.8345,28
301611,珂玛科技,2026-06-30,38.7767,17.6421,523
301613,新铝时代,2025-12-31,46.1296,45.3990,64
301613,新铝时代,2026-03-31,41.6588,-4.4708,1
301613,新铝时代,2026-06-30,43.1707,1.5119,56
301616,浙江华业,2025-12-31,8.1141,7.0397,22
301616,浙江华业,2026-03-31,33.2965,25.1824,0
301616,浙江华业,2026-06-30,34.4686,1.1721,26
301617,博苑新材,2025-12-31,60.9935,35.7053,117
301617,博苑新材,2026-03-31,43.7937,-17.1998,4
301617,博苑新材,2026-06-30,27.8894,-15.9043,57
301618,长联科技,2025-12-31,19.9016,-0.0712,10
301618,长联科技,2026-03-31,19.7276,-0.1740,0
301618,长联科技,2026-06-30,19.0236,-0.7040,3
301622,英思特,2025-12-31,23.2641,18.5798,119
301622,英思特,2026-03-31,12.7593,-10.5048,0
301622,英思特,2026-06-30,15.6595,2.9002,81
301626,苏州天脉,2025-12-31,36.2826,34.2866,129
301626,苏州天脉,2026-03-31,21.3516,-14.9310,4
301626,苏州天脉,2026-06-30,17.3366,-4.0150,162
301628,强达电路,2025-12-31,9.5787,8.4657,24
301628,强达电路,2026-03-31,4.2229,-5.3558,0
301628,强达电路,2026-06-30,2.1385,-2.0844,10
301629,矽电股份,2025-12-31,12.5014,5.7899,40
301629,矽电股份,2026-03-31,42.8192,30.3178,4
301629,矽电股份,2026-06-30,49.6006,6.7814,93
301630,同宇新材,2025-12-31,3.4136,-4.4237,10
301630,同宇新材,2026-03-31,2.7041,-0.7095,2
301630,同宇新材,2026-06-30,3.4770,0.7729,24
301631,壹连科技,2025-12-31,38.6099,35.6145,134
301631,壹连科技,2026-03-31,26.3792,-12.2307,1
301631,壹连科技,2026-06-30,36.6608,10.2816,190
301632,广东建科,2025-12-31,1.9929,1.3158,2202
301632,广东建科,2026-03-31,0.0009,-1.9920,1
301632,广东建科,2026-06-30,1.4814,1.4805,169
301633,港迪技术,2025-12-31,22.2956,19.5564,8
301633,港迪技术,2026-03-31,21.2406,-1.0550,0
301633,港迪技术,2026-06-30,28.0756,6.8350,19
301636,泽润新能,2025-12-31,0.5156,0.5110,233
301636,泽润新能,2026-03-31,5.7438,5.2282,1
301636,泽润新能,2026-06-30,33.1468,27.4030,135
301638,南网数字,2025-12-31,2.6276,,2467
301638,南网数字,2026-03-31,8.7132,6.0856,137
301638,南网数字,2026-06-30,5.7267,-2.9865,357
301656,联合动力,2025-12-31,3.9066,0.5236,2268
301656,联合动力,2026-03-31,1.7306,-2.1760,22
301656,联合动力,2026-06-30,4.8114,3.0808,288
301658,首航新能,2025-12-31,8.2126,5.8225,190
301658,首航新能,2026-03-31,11.5996,3.3870,7
301658,首航新能,2026-06-30,23.4876,11.8880,158
301662,宏工科技,2025-12-31,23.3902,4.4038,247
301662,宏工科技,2026-03-31,31.2491,7.8589,24
301662,宏工科技,2026-06-30,45.8241,14.5750,275
301665,泰禾股份,2025-12-31,6.7966,5.5222,209
301665,泰禾股份,2026-03-31,3.8841,-2.9125,3
301665,泰禾股份,2026-06-30,55.3976,51.5135,159
301666,大普微,2026-06-30,2.3755,,2599
301667,纳百川,2025-12-31,4.3949,,2500
301667,纳百川,2026-03-31,7.2303,2.8354,24
301667,纳百川,2026-06-30,7.3426,0.1123,547
301668,昊创瑞通,2025-12-31,4.2137,1.1877,2422
301668,昊创瑞通,2026-03-31,2.1159,-2.0978,3
301668,昊创瑞通,2026-06-30,5.2789,3.1630,181
301669,高特电子,2026-06-30,4.4051,,2805
301678,新恒汇,2025-12-31,5.8417,4.9835,368
301678,新恒汇,2026-03-31,4.0674,-1.7743,3
301678,新恒汇,2026-06-30,59.6113,55.5439,165
301680,固德电材,2026-03-31,2.0032,,42
301680,固德电材,2026-06-30,11.4129,9.4097,2488
301682,宏明电子,2026-03-31,0.3550,,173
301682,宏明电子,2026-06-30,1.9659,1.6109,2364
301683,慧谷新材,2026-03-31,0.0000,,338
301683,慧谷新材,2026-06-30,8.2706,8.2706,2745
301687,新广益,2025-12-31,4.9369,,2604
301687,新广益,2026-03-31,0.0018,-4.9351,4
301687,新广益,2026-06-30,15.7584,15.7566,2624
301696,三瑞智能,2026-03-31,0.0000,,208
301696,三瑞智能,2026-06-30,5.6615,5.6615,2815
302132,中航成飞,2025-12-31,63.4424,1.6172,497
302132,中航成飞,2026-03-31,57.3033,-6.1391,20
302132,中航成飞,2026-06-30,61.1825,3.8792,419
600000,浦发银行,2025-12-31,78.4117,3.2405,555
600000,浦发银行,2026-03-31,75.3781,-3.0336,33
600000,浦发银行,2026-06-30,76.2379,0.8598,513
600004,白云机场,2025-12-31,65.9884,3.5342,319
600004,白云机场,2026-03-31,63.2323,-2.7561,11
600004,白云机场,2026-06-30,64.0747,0.8424,260
600006,东风股份,2025-12-31,61.6696,0.3199,40
600006,东风股份,2026-03-31,60.6056,-1.0640,2
600006,东风股份,2026-06-30,61.0055,0.3999,51
600007,中国国贸,2025-12-31,87.8365,1.9416,270
600007,中国国贸,2026-03-31,86.6562,-1.1803,5
600007,中国国贸,2026-06-30,88.8289,2.1727,108
600008,首创环保,2025-12-31,53.7481,1.2103,288
600008,首创环保,2026-03-31,50.8662,-2.8819,8
600008,首创环保,2026-06-30,54.0519,3.1857,359
600009,上海机场,2025-12-31,69.4140,2.9654,410
600009,上海机场,2026-03-31,63.0255,-6.3885,19
600009,上海机场,2026-06-30,62.1214,-0.9041,305
600010,包钢股份,2025-12-31,47.3643,1.0768,312
600010,包钢股份,2026-03-31,44.1288,-3.2355,38
600010,包钢股份,2026-06-30,43.9299,-0.1989,323
600011,华能国际,2025-12-31,83.1348,4.6923,697
600011,华能国际,2026-03-31,77.4152,-5.7196,43
600011,华能国际,2026-06-30,77.7657,0.3505,533
600012,皖通高速,2025-12-31,87.4267,3.0079,216
600012,皖通高速,2026-03-31,84.8540,-2.5727,24
600012,皖通高速,2026-06-30,87.5946,2.7406,173
600015,华夏银行,2025-12-31,82.5147,4.0411,500
600015,华夏银行,2026-03-31,78.0468,-4.4679,35
600015,华夏银行,2026-06-30,80.0537,2.0069,500
600016,民生银行,2025-12-31,57.1549,4.8006,496
600016,民生银行,2026-03-31,51.4800,-5.6749,42
600016,民生银行,2026-06-30,52.0597,0.5797,422
600017,日照港,2025-12-31,55.7490,0.2756,61
600017,日照港,2026-03-31,53.2690,-2.4800,1
600017,日照港,2026-06-30,51.6943,-1.5747,32
600018,上港集团,2025-12-31,92.7535,1.3101,441
600018,上港集团,2026-03-31,88.9787,-3.7748,9
600018,上港集团,2026-06-30,89.5834,0.6047,451
600019,宝钢股份,2025-12-31,81.0121,3.5143,854
600019,宝钢股份,2026-03-31,75.0034,-6.0087,85
600019,宝钢股份,2026-06-30,77.4380,2.4346,684
600020,中原高速,2025-12-31,75.4749,1.0662,166
600020,中原高速,2026-03-31,73.1207,-2.3542,0
600020,中原高速,2026-06-30,75.0355,1.9148,66
600021,上海电力,2025-12-31,62.6936,1.2455,195
600021,上海电力,2026-03-31,61.8983,-0.7953,20
600021,上海电力,2026-06-30,60.5443,-1.3540,152
600022,山东钢铁,2025-12-31,62.0911,1.6731,63
600022,山东钢铁,2026-03-31,60.4253,-1.6658,1
600022,山东钢铁,2026-06-30,60.0610,-0.3643,41
600023,浙能电力,2025-12-31,84.8622,2.1192,327
600023,浙能电力,2026-03-31,83.4036,-1.4586,19
600023,浙能电力,2026-06-30,87.7464,4.3428,296
600025,华能水电,2025-12-31,92.6560,0.7089,310
600025,华能水电,2026-03-31,92.4421,-0.2139,13
600025,华能水电,2026-06-30,92.0282,-0.4139,348
600026,中远海能,2025-12-31,73.7506,1.4983,372
600026,中远海能,2026-03-31,73.7614,0.0108,90
600026,中远海能,2026-06-30,73.6201,-0.1413,758
600027,华电国际,2025-12-31,74.8983,3.3225,512
600027,华电国际,2026-03-31,64.4970,-10.4013,11
600027,华电国际,2026-06-30,70.4887,5.9917,399
600028,中国石化,2025-12-31,94.0203,1.9691,824
600028,中国石化,2026-03-31,92.4510,-1.5693,78
600028,中国石化,2026-06-30,91.3570,-1.0940,737
600029,南方航空,2025-12-31,87.0535,5.6138,605
600029,南方航空,2026-03-31,79.9533,-7.1002,38
600029,南方航空,2026-06-30,80.6703,0.7170,518
600030,中信证券,2025-12-31,48.8894,5.5627,1143
600030,中信证券,2026-03-31,40.4625,-8.4269,224
600030,中信证券,2026-06-30,42.6624,2.1999,1348
600031,三一重工,2025-12-31,58.1073,3.6740,1229
600031,三一重工,2026-03-31,53.0136,-5.0937,180
600031,三一重工,2026-06-30,57.4060,4.3924,1210
600032,浙江新能,2025-12-31,86.7917,1.7391,153
600032,浙江新能,2026-03-31,83.4419,-3.3498,7
600032,浙江新能,2026-06-30,83.4080,-0.0339,133
600033,福建高速,2025-12-31,62.5016,1.0743,113
600033,福建高速,2026-03-31,60.9793,-1.5223,5
600033,福建高速,2026-06-30,63.7822,2.8029,119
600035,楚天高速,2025-12-31,60.1694,-0.7768,40
600035,楚天高速,2026-03-31,60.3438,0.1744,1
600035,楚天高速,2026-06-30,59.8582,-0.4856,34
600036,招商银行,2025-12-31,64.3138,0.9868,1397
600036,招商银行,2026-03-31,60.3510,-3.9628,789
600036,招商银行,2026-06-30,58.8152,-1.5358,1250
600037,歌华有线,2025-12-31,45.1359,0.2815,61
600037,歌华有线,2026-03-31,43.3317,-1.8042,2
600037,歌华有线,2026-06-30,44.7255,1.3938,216
600038,中直股份,2025-12-31,59.9274,4.2678,332
600038,中直股份,2026-03-31,55.1895,-4.7379,18
600038,中直股份,2026-06-30,55.2802,0.0907,268
600039,四川路桥,2025-12-31,88.3931,6.5079,639
600039,四川路桥,2026-03-31,78.8816,-9.5115,56
600039,四川路桥,2026-06-30,81.2975,2.4159,445
600048,保利发展,2025-12-31,57.1259,0.9775,572
600048,保利发展,2026-03-31,51.0963,-6.0296,48
600048,保利发展,2026-06-30,53.0273,1.9310,584
600050,中国联通,2025-12-31,72.4972,5.5279,682
600050,中国联通,2026-03-31,67.4542,-5.0430,40
600050,中国联通,2026-06-30,69.5482,2.0940,586
600051,宁波联合,2025-12-31,34.4886,2.4519,82
600051,宁波联合,2026-03-31,33.7321,-0.7565,5
600051,宁波联合,2026-06-30,35.7394,2.0073,77
600052,东望时代,2025-12-31,41.6234,-0.1677,18
600052,东望时代,2026-03-31,41.1138,-0.5096,0
600052,东望时代,2026-06-30,41.5820,0.4682,12
600053,*ST九鼎,2025-12-31,74.1775,0.0071,11
600053,*ST九鼎,2026-03-31,74.2789,0.1014,0
600053,*ST九鼎,2026-06-30,73.5285,-0.7504,0
600054,黄山旅游,2025-12-31,61.0342,1.4056,46
600054,黄山旅游,2026-03-31,65.3566,4.3224,18
600054,黄山旅游,2026-06-30,63.1759,-2.1807,72
600055,万东医疗,2025-12-31,53.2354,1.9016,55
600055,万东医疗,2026-03-31,51.1587,-2.0767,3
600055,万东医疗,2026-06-30,52.4957,1.3370,66
600056,中国医药,2025-12-31,56.7487,0.6615,59
600056,中国医药,2026-03-31,55.4240,-1.3247,0
600056,中国医药,2026-06-30,53.5985,-1.8255,35
600057,厦门象屿,2025-12-31,76.6447,8.5931,411
600057,厦门象屿,2026-03-31,70.1339,-6.5108,52
600057,厦门象屿,2026-06-30,73.2863,3.1524,232
600058,五矿发展,2025-12-31,65.4249,0.1671,34
600058,五矿发展,2026-03-31,64.8249,-0.6000,0
600058,五矿发展,2026-06-30,63.5207,-1.3042,29
600059,古越龙山,2025-12-31,47.4535,1.4635,67
600059,古越龙山,2026-03-31,44.5929,-2.8606,4
600059,古越龙山,2026-06-30,45.1402,0.5473,70
600060,海信视像,2025-12-31,70.4048,4.1490,503
600060,海信视像,2026-03-31,61.6251,-8.7797,32
600060,海信视像,2026-06-30,71.5791,9.9540,500
600061,国投资本,2025-12-31,77.0096,2.9410,289
600061,国投资本,2026-03-31,72.5826,-4.4270,4
600061,国投资本,2026-06-30,73.1766,0.5940,260
600062,华润双鹤,2025-12-31,63.9457,1.3964,207
600062,华润双鹤,2026-03-31,62.8242,-1.1215,4
600062,华润双鹤,2026-06-30,62.6386,-0.1856,173
600063,皖维高新,2025-12-31,41.7065,4.6433,142
600063,皖维高新,2026-03-31,36.7776,-4.9289,10
600063,皖维高新,2026-06-30,35.3176,-1.4600,97
600064,南京高科,2025-12-31,47.6897,4.2051,251
600064,南京高科,2026-03-31,43.3222,-4.3675,25
600064,南京高科,2026-06-30,46.8287,3.5065,276
600066,宇通客车,2025-12-31,73.7478,6.6370,881
600066,宇通客车,2026-03-31,65.9070,-7.8408,166
600066,宇通客车,2026-06-30,71.1874,5.2804,805
600067,冠城新材,2025-12-31,39.6682,0.5816,54
600067,冠城新材,2026-03-31,38.9337,-0.7345,3
600067,冠城新材,2026-06-30,38.2584,-0.6753,24
600071,凤凰光学,2025-12-31,50.6777,0.6790,33
600071,凤凰光学,2026-03-31,50.0144,-0.6633,0
600071,凤凰光学,2026-06-30,50.1659,0.1515,21
600072,中船科技,2025-12-31,43.0438,-0.3329,25
600072,中船科技,2026-03-31,41.2169,-1.8269,2
600072,中船科技,2026-06-30,39.6030,-1.6139,58
600073,光明肉业,2025-12-31,41.5867,-0.0111,38
600073,光明肉业,2026-03-31,41.4577,-0.1290,2
600073,光明肉业,2026-06-30,39.9190,-1.5387,30
600075,新疆天业,2025-12-31,57.7180,2.6405,110
600075,新疆天业,2026-03-31,58.5699,0.8519,14
600075,新疆天业,2026-06-30,60.3993,1.8294,113
600076,康欣新材,2025-12-31,41.2813,0.9953,6
600076,康欣新材,2026-03-31,39.9457,-1.3356,0
600076,康欣新材,2026-06-30,39.9613,0.0156,2
600078,澄星股份,2025-12-31,43.7989,1.9520,32
600078,澄星股份,2026-03-31,42.5328,-1.2661,1
600078,澄星股份,2026-06-30,44.1188,1.5860,34
600079,ST人福,2025-12-31,39.9236,-0.2620,182
600079,ST人福,2026-03-31,35.4369,-4.4867,25
600079,ST人福,2026-06-30,33.2802,-2.1567,55
600080,ST金花,2025-12-31,4.1167,-1.3556,14
600080,ST金花,2026-03-31,3.0103,-1.1064,0
600080,ST金花,2026-06-30,3.7932,0.7829,0
600081,东风科技,2025-12-31,75.7819,0.5221,33
600081,东风科技,2026-03-31,75.2958,-0.4861,0
600081,东风科技,2026-06-30,76.2556,0.9598,55
600082,ST海泰,2025-12-31,32.4617,1.9616,84
600082,ST海泰,2026-03-31,33.1610,0.6993,0
600082,ST海泰,2026-06-30,32.8047,-0.3563,0
600084,*ST尼雅,2025-12-31,46.8460,0.0855,27
600084,*ST尼雅,2026-03-31,46.2480,-0.5980,2
600084,*ST尼雅,2026-06-30,45.7958,-0.4522,0
600085,同仁堂,2025-12-31,62.6240,1.3167,264
600085,同仁堂,2026-03-31,57.3670,-5.2570,7
600085,同仁堂,2026-06-30,58.4816,1.1146,282
600088,中视传媒,2025-12-31,57.0530,-0.2372,31
600088,中视传媒,2026-03-31,57.4163,0.3633,1
600088,中视传媒,2026-06-30,57.8071,0.3908,21
600089,特变电工,2025-12-31,44.5342,5.1861,552
600089,特变电工,2026-03-31,29.1680,-15.3662,91
600089,特变电工,2026-06-30,29.1152,-0.0528,540
600094,大名城,2025-12-31,28.8784,3.2681,69
600094,大名城,2026-03-31,26.8748,-2.0036,1
